,crime,quantity,year,trimester,city
2257,    6.-Robos con violencia e intimidación,90,2016,1,Córdoba
2258,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",167,2016,1,Córdoba
2259,    7.1.-Robos con fuerza en domicilios,110,2016,1,Córdoba
2260,    8.-Hurtos,1219,2016,1,Córdoba
2261,    9.-Sustracciones de vehículos,68,2016,1,Córdoba
2262,    10.-Tráfico de drogas,30,2016,1,Córdoba
2263,    1.-Homicidios dolosos y asesinatos consumados,2,2016,1,Málaga
2264,    2.-Homicidios dolosos y asesinatos en grado tentativa,5,2016,1,Málaga
2265,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,45,2016,1,Málaga
2266,    4.-Secuestro,1,2016,1,Málaga
2267,    5.-Delitos contra la libertad e indemnidad sexual,33,2016,1,Málaga
2268,    5.1.-Agresión sexual con penetración,2,2016,1,Málaga
2269,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,31,2016,1,Málaga
2270,    6.-Robos con violencia e intimidación,180,2016,1,Málaga
2271,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",256,2016,1,Málaga
2272,    7.1.-Robos con fuerza en domicilios,144,2016,1,Málaga
2273,    8.-Hurtos,2707,2016,1,Málaga
2274,    9.-Sustracciones de vehículos,166,2016,1,Málaga
2275,    10.-Tráfico de drogas,50,2016,1,Málaga
2276,    1.-Homicidios dolosos y asesinatos consumados,2,2016,1,Sevilla
2277,    2.-Homicidios dolosos y asesinatos en grado tentativa,7,2016,1,Sevilla
2278,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,47,2016,1,Sevilla
2279,    4.-Secuestro,0,2016,1,Sevilla
2280,    5.-Delitos contra la libertad e indemnidad sexual,52,2016,1,Sevilla
2281,    5.1.-Agresión sexual con penetración,3,2016,1,Sevilla
2282,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,49,2016,1,Sevilla
2283,    6.-Robos con violencia e intimidación,461,2016,1,Sevilla
2284,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",522,2016,1,Sevilla
2285,    7.1.-Robos con fuerza en domicilios,231,2016,1,Sevilla
2286,    8.-Hurtos,4766,2016,1,Sevilla
2287,    9.-Sustracciones de vehículos,274,2016,1,Sevilla
2288,    10.-Tráfico de drogas,41,2016,1,Sevilla
2289,    1.-Homicidios dolosos y asesinatos consumados,2,2016,1,Zaragoza
2290,    2.-Homicidios dolosos y asesinatos en grado tentativa,2,2016,1,Zaragoza
2291,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,62,2016,1,Zaragoza
2292,    4.-Secuestro,0,2016,1,Zaragoza
2293,    5.-Delitos contra la libertad e indemnidad sexual,40,2016,1,Zaragoza
2294,    5.1.-Agresión sexual con penetración,4,2016,1,Zaragoza
2295,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,36,2016,1,Zaragoza
2296,    6.-Robos con violencia e intimidación,209,2016,1,Zaragoza
2297,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",264,2016,1,Zaragoza
2298,    7.1.-Robos con fuerza en domicilios,188,2016,1,Zaragoza
2299,    8.-Hurtos,2174,2016,1,Zaragoza
2300,    9.-Sustracciones de vehículos,40,2016,1,Zaragoza
2301,    10.-Tráfico de drogas,33,2016,1,Zaragoza
2302,    1.-Homicidios dolosos y asesinatos consumados,1,2016,1,Gijón
2303,    2.-Homicidios dolosos y asesinatos en grado tentativa,0,2016,1,Gijón
2304,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,21,2016,1,Gijón
2305,    4.-Secuestro,0,2016,1,Gijón
2306,    5.-Delitos contra la libertad e indemnidad sexual,7,2016,1,Gijón
2307,    5.1.-Agresión sexual con penetración,0,2016,1,Gijón
2308,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,7,2016,1,Gijón
2309,    6.-Robos con violencia e intimidación,40,2016,1,Gijón
2310,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",116,2016,1,Gijón
2311,    7.1.-Robos con fuerza en domicilios,56,2016,1,Gijón
2312,    8.-Hurtos,540,2016,1,Gijón
2313,    9.-Sustracciones de vehículos,15,2016,1,Gijón
2314,    10.-Tráfico de drogas,5,2016,1,Gijón
2315,    1.-Homicidios dolosos y asesinatos consumados,0,2016,1,Palma
2316,    2.-Homicidios dolosos y asesinatos en grado tentativa,2,2016,1,Palma
2317,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,50,2016,1,Palma
2318,    4.-Secuestro,0,2016,1,Palma
2319,    5.-Delitos contra la libertad e indemnidad sexual,37,2016,1,Palma
2320,    5.1.-Agresión sexual con penetración,5,2016,1,Palma
2321,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,32,2016,1,Palma
2322,    6.-Robos con violencia e intimidación,98,2016,1,Palma
2323,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",232,2016,1,Palma
2324,    7.1.-Robos con fuerza en domicilios,129,2016,1,Palma
2325,    8.-Hurtos,1990,2016,1,Palma
2326,    9.-Sustracciones de vehículos,134,2016,1,Palma
2327,    10.-Tráfico de drogas,18,2016,1,Palma
2328,    1.-Homicidios dolosos y asesinatos consumados,0,2016,1,Las Palmas de Gran Canaria
2329,    2.-Homicidios dolosos y asesinatos en grado tentativa,0,2016,1,Las Palmas de Gran Canaria
2330,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,50,2016,1,Las Palmas de Gran Canaria
2331,    4.-Secuestro,0,2016,1,Las Palmas de Gran Canaria
2332,    5.-Delitos contra la libertad e indemnidad sexual,29,2016,1,Las Palmas de Gran Canaria
2333,    5.1.-Agresión sexual con penetración,2,2016,1,Las Palmas de Gran Canaria
2334,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,27,2016,1,Las Palmas de Gran Canaria
2335,    6.-Robos con violencia e intimidación,95,2016,1,Las Palmas de Gran Canaria
2336,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",172,2016,1,Las Palmas de Gran Canaria
2337,    7.1.-Robos con fuerza en domicilios,102,2016,1,Las Palmas de Gran Canaria
2338,    8.-Hurtos,1716,2016,1,Las Palmas de Gran Canaria
2339,    9.-Sustracciones de vehículos,101,2016,1,Las Palmas de Gran Canaria
2340,    10.-Tráfico de drogas,57,2016,1,Las Palmas de Gran Canaria
2341,    1.-Homicidios dolosos y asesinatos consumados,0,2016,1,Valladolid
2342,    2.-Homicidios dolosos y asesinatos en grado tentativa,1,2016,1,Valladolid
2343,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,20,2016,1,Valladolid
2344,    4.-Secuestro,0,2016,1,Valladolid
2345,    5.-Delitos contra la libertad e indemnidad sexual,5,2016,1,Valladolid
2346,    5.1.-Agresión sexual con penetración,0,2016,1,Valladolid
2347,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,5,2016,1,Valladolid
2348,    6.-Robos con violencia e intimidación,16,2016,1,Valladolid
2349,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",126,2016,1,Valladolid
2350,    7.1.-Robos con fuerza en domicilios,62,2016,1,Valladolid
2351,    8.-Hurtos,1064,2016,1,Valladolid
2352,    9.-Sustracciones de vehículos,18,2016,1,Valladolid
2353,    10.-Tráfico de drogas,7,2016,1,Valladolid
2354,    1.-Homicidios dolosos y asesinatos consumados,3,2016,1,Barcelona
2355,    2.-Homicidios dolosos y asesinatos en grado tentativa,10,2016,1,Barcelona
2356,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,5,2016,1,Barcelona
2357,    4.-Secuestro,0,2016,1,Barcelona
2358,    5.-Delitos contra la libertad e indemnidad sexual,203,2016,1,Barcelona
2359,    5.1.-Agresión sexual con penetración,31,2016,1,Barcelona
2360,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,172,2016,1,Barcelona
2361,    6.-Robos con violencia e intimidación,2333,2016,1,Barcelona
2362,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",1820,2016,1,Barcelona
2363,    7.1.-Robos con fuerza en domicilios,1328,2016,1,Barcelona
2364,    8.-Hurtos,18950,2016,1,Barcelona
2365,    9.-Sustracciones de vehículos,878,2016,1,Barcelona
2366,    10.-Tráfico de drogas,100,2016,1,Barcelona
2367,    1.-Homicidios dolosos y asesinatos consumados,0,2016,1,Alicante
2368,    2.-Homicidios dolosos y asesinatos en grado tentativa,1,2016,1,Alicante
2369,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,25,2016,1,Alicante
2370,    4.-Secuestro,0,2016,1,Alicante
2371,    5.-Delitos contra la libertad e indemnidad sexual,17,2016,1,Alicante
2372,    5.1.-Agresión sexual con penetración,2,2016,1,Alicante
2373,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,15,2016,1,Alicante
2374,    6.-Robos con violencia e intimidación,163,2016,1,Alicante
2375,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",268,2016,1,Alicante
2376,    7.1.-Robos con fuerza en domicilios,191,2016,1,Alicante
2377,    8.-Hurtos,1829,2016,1,Alicante
2378,    9.-Sustracciones de vehículos,132,2016,1,Alicante
2379,    10.-Tráfico de drogas,59,2016,1,Alicante
2380,    1.-Homicidios dolosos y asesinatos consumados,3,2016,1,Valencia
2381,    2.-Homicidios dolosos y asesinatos en grado tentativa,9,2016,1,Valencia
2382,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,95,2016,1,Valencia
2383,    4.-Secuestro,0,2016,1,Valencia
2384,    5.-Delitos contra la libertad e indemnidad sexual,73,2016,1,Valencia
2385,    5.1.-Agresión sexual con penetración,10,2016,1,Valencia
2386,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,63,2016,1,Valencia
2387,    6.-Robos con violencia e intimidación,485,2016,1,Valencia
2388,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",618,2016,1,Valencia
2389,    7.1.-Robos con fuerza en domicilios,428,2016,1,Valencia
2390,    8.-Hurtos,5130,2016,1,Valencia
2391,    9.-Sustracciones de vehículos,200,2016,1,Valencia
2392,    10.-Tráfico de drogas,73,2016,1,Valencia
2393,    1.-Homicidios dolosos y asesinatos consumados,0,2016,1,Vigo
2394,    2.-Homicidios dolosos y asesinatos en grado tentativa,0,2016,1,Vigo
2395,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,19,2016,1,Vigo
2396,    4.-Secuestro,0,2016,1,Vigo
2397,    5.-Delitos contra la libertad e indemnidad sexual,12,2016,1,Vigo
2398,    5.1.-Agresión sexual con penetración,2,2016,1,Vigo
2399,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,10,2016,1,Vigo
2400,    6.-Robos con violencia e intimidación,54,2016,1,Vigo
2401,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",148,2016,1,Vigo
2402,    7.1.-Robos con fuerza en domicilios,100,2016,1,Vigo
2403,    8.-Hurtos,801,2016,1,Vigo
2404,    9.-Sustracciones de vehículos,55,2016,1,Vigo
2405,    10.-Tráfico de drogas,16,2016,1,Vigo
2406,    1.-Homicidios dolosos y asesinatos consumados,7,2016,1,Madrid
2407,    2.-Homicidios dolosos y asesinatos en grado tentativa,9,2016,1,Madrid
2408,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,280,2016,1,Madrid
2409,    4.-Secuestro,3,2016,1,Madrid
2410,    5.-Delitos contra la libertad e indemnidad sexual,183,2016,1,Madrid
2411,    5.1.-Agresión sexual con penetración,30,2016,1,Madrid
2412,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,153,2016,1,Madrid
2413,    6.-Robos con violencia e intimidación,2975,2016,1,Madrid
2414,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",3298,2016,1,Madrid
2415,    7.1.-Robos con fuerza en domicilios,2192,2016,1,Madrid
2416,    8.-Hurtos,26868,2016,1,Madrid
2417,    9.-Sustracciones de vehículos,1325,2016,1,Madrid
2418,    10.-Tráfico de drogas,253,2016,1,Madrid
2419,    1.-Homicidios dolosos y asesinatos consumados,0,2016,1,Murcia
2420,    2.-Homicidios dolosos y asesinatos en grado tentativa,0,2016,1,Murcia
2421,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,51,2016,1,Murcia
2422,    4.-Secuestro,0,2016,1,Murcia
2423,    5.-Delitos contra la libertad e indemnidad sexual,28,2016,1,Murcia
2424,    5.1.-Agresión sexual con penetración,2,2016,1,Murcia
2425,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,26,2016,1,Murcia
2426,    6.-Robos con violencia e intimidación,186,2016,1,Murcia
2427,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",564,2016,1,Murcia
2428,    7.1.-Robos con fuerza en domicilios,456,2016,1,Murcia
2429,    8.-Hurtos,1624,2016,1,Murcia
2430,    9.-Sustracciones de vehículos,157,2016,1,Murcia
2431,    10.-Tráfico de drogas,28,2016,1,Murcia
2432,    1.-Homicidios dolosos y asesinatos consumados,1,2016,1,Bilbao
2433,    2.-Homicidios dolosos y asesinatos en grado tentativa,1,2016,1,Bilbao
2434,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,51,2016,1,Bilbao
2435,    4.-Secuestro,4,2016,1,Bilbao
2436,    5.-Delitos contra la libertad e indemnidad sexual,18,2016,1,Bilbao
2437,    5.1.-Agresión sexual con penetración,3,2016,1,Bilbao
2438,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,15,2016,1,Bilbao
2439,    6.-Robos con violencia e intimidación,224,2016,1,Bilbao
2440,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",235,2016,1,Bilbao
2441,    7.1.-Robos con fuerza en domicilios,146,2016,1,Bilbao
2442,    8.-Hurtos,2431,2016,1,Bilbao
2443,    9.-Sustracciones de vehículos,41,2016,1,Bilbao
2444,    10.-Tráfico de drogas,24,2016,1,Bilbao
2445,    1.-Homicidios dolosos y asesinatos consumados,0,2016,2,Córdoba
2446,    2.-Homicidios dolosos y asesinatos en grado tentativa,1,2016,2,Córdoba
2447,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,12,2016,2,Córdoba
2448,    4.-Secuestro,0,2016,2,Córdoba
2449,    5.-Delitos contra la libertad e indemnidad sexual,19,2016,2,Córdoba
2450,    5.1.-Agresión sexual con penetración,2,2016,2,Córdoba
2451,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,17,2016,2,Córdoba
2452,    6.-Robos con violencia e intimidación,122,2016,2,Córdoba
2453,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",146,2016,2,Córdoba
2454,    7.1.-Robos con fuerza en domicilios,112,2016,2,Córdoba
2455,    8.-Hurtos,1757,2016,2,Córdoba
2456,    9.-Sustracciones de vehículos,59,2016,2,Córdoba
2457,    10.-Tráfico de drogas,34,2016,2,Córdoba
2458,    1.-Homicidios dolosos y asesinatos consumados,0,2016,2,Málaga
2459,    2.-Homicidios dolosos y asesinatos en grado tentativa,6,2016,2,Málaga
2460,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,63,2016,2,Málaga
2461,    4.-Secuestro,0,2016,2,Málaga
2462,    5.-Delitos contra la libertad e indemnidad sexual,37,2016,2,Málaga
2463,    5.1.-Agresión sexual con penetración,3,2016,2,Málaga
2464,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,34,2016,2,Málaga
2465,    6.-Robos con violencia e intimidación,164,2016,2,Málaga
2466,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",263,2016,2,Málaga
2467,    7.1.-Robos con fuerza en domicilios,149,2016,2,Málaga
2468,    8.-Hurtos,2672,2016,2,Málaga
2469,    9.-Sustracciones de vehículos,188,2016,2,Málaga
2470,    10.-Tráfico de drogas,83,2016,2,Málaga
2471,    1.-Homicidios dolosos y asesinatos consumados,1,2016,2,Sevilla
2472,    2.-Homicidios dolosos y asesinatos en grado tentativa,12,2016,2,Sevilla
2473,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,58,2016,2,Sevilla
2474,    4.-Secuestro,0,2016,2,Sevilla
2475,    5.-Delitos contra la libertad e indemnidad sexual,71,2016,2,Sevilla
2476,    5.1.-Agresión sexual con penetración,5,2016,2,Sevilla
2477,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,66,2016,2,Sevilla
2478,    6.-Robos con violencia e intimidación,466,2016,2,Sevilla
2479,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",466,2016,2,Sevilla
2480,    7.1.-Robos con fuerza en domicilios,212,2016,2,Sevilla
2481,    8.-Hurtos,5243,2016,2,Sevilla
2482,    9.-Sustracciones de vehículos,295,2016,2,Sevilla
2483,    10.-Tráfico de drogas,39,2016,2,Sevilla
2484,    1.-Homicidios dolosos y asesinatos consumados,3,2016,2,Zaragoza
2485,    2.-Homicidios dolosos y asesinatos en grado tentativa,1,2016,2,Zaragoza
2486,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,70,2016,2,Zaragoza
2487,    4.-Secuestro,0,2016,2,Zaragoza
2488,    5.-Delitos contra la libertad e indemnidad sexual,42,2016,2,Zaragoza
2489,    5.1.-Agresión sexual con penetración,3,2016,2,Zaragoza
2490,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,39,2016,2,Zaragoza
2491,    6.-Robos con violencia e intimidación,190,2016,2,Zaragoza
2492,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",311,2016,2,Zaragoza
2493,    7.1.-Robos con fuerza en domicilios,229,2016,2,Zaragoza
2494,    8.-Hurtos,2127,2016,2,Zaragoza
2495,    9.-Sustracciones de vehículos,51,2016,2,Zaragoza
2496,    10.-Tráfico de drogas,33,2016,2,Zaragoza
2497,    1.-Homicidios dolosos y asesinatos consumados,0,2016,2,Gijón
2498,    2.-Homicidios dolosos y asesinatos en grado tentativa,1,2016,2,Gijón
2499,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,34,2016,2,Gijón
2500,    4.-Secuestro,0,2016,2,Gijón
2501,    5.-Delitos contra la libertad e indemnidad sexual,14,2016,2,Gijón
2502,    5.1.-Agresión sexual con penetración,2,2016,2,Gijón
2503,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,12,2016,2,Gijón
2504,    6.-Robos con violencia e intimidación,35,2016,2,Gijón
2505,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",105,2016,2,Gijón
2506,    7.1.-Robos con fuerza en domicilios,57,2016,2,Gijón
2507,    8.-Hurtos,544,2016,2,Gijón
2508,    9.-Sustracciones de vehículos,16,2016,2,Gijón
2509,    10.-Tráfico de drogas,12,2016,2,Gijón
2510,    1.-Homicidios dolosos y asesinatos consumados,0,2016,2,Palma
2511,    2.-Homicidios dolosos y asesinatos en grado tentativa,2,2016,2,Palma
2512,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,64,2016,2,Palma
2513,    4.-Secuestro,0,2016,2,Palma
2514,    5.-Delitos contra la libertad e indemnidad sexual,44,2016,2,Palma
2515,    5.1.-Agresión sexual con penetración,5,2016,2,Palma
2516,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,39,2016,2,Palma
2517,    6.-Robos con violencia e intimidación,124,2016,2,Palma
2518,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",161,2016,2,Palma
2519,    7.1.-Robos con fuerza en domicilios,101,2016,2,Palma
2520,    8.-Hurtos,3127,2016,2,Palma
2521,    9.-Sustracciones de vehículos,157,2016,2,Palma
2522,    10.-Tráfico de drogas,32,2016,2,Palma
2523,    1.-Homicidios dolosos y asesinatos consumados,1,2016,2,Las Palmas de Gran Canaria
2524,    2.-Homicidios dolosos y asesinatos en grado tentativa,1,2016,2,Las Palmas de Gran Canaria
2525,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,55,2016,2,Las Palmas de Gran Canaria
2526,    4.-Secuestro,1,2016,2,Las Palmas de Gran Canaria
2527,    5.-Delitos contra la libertad e indemnidad sexual,30,2016,2,Las Palmas de Gran Canaria
2528,    5.1.-Agresión sexual con penetración,0,2016,2,Las Palmas de Gran Canaria
2529,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,30,2016,2,Las Palmas de Gran Canaria
2530,    6.-Robos con violencia e intimidación,81,2016,2,Las Palmas de Gran Canaria
2531,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",136,2016,2,Las Palmas de Gran Canaria
2532,    7.1.-Robos con fuerza en domicilios,73,2016,2,Las Palmas de Gran Canaria
2533,    8.-Hurtos,1198,2016,2,Las Palmas de Gran Canaria
2534,    9.-Sustracciones de vehículos,65,2016,2,Las Palmas de Gran Canaria
2535,    10.-Tráfico de drogas,50,2016,2,Las Palmas de Gran Canaria
2536,    1.-Homicidios dolosos y asesinatos consumados,0,2016,2,Valladolid
2537,    2.-Homicidios dolosos y asesinatos en grado tentativa,0,2016,2,Valladolid
2538,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,26,2016,2,Valladolid
2539,    4.-Secuestro,0,2016,2,Valladolid
2540,    5.-Delitos contra la libertad e indemnidad sexual,10,2016,2,Valladolid
2541,    5.1.-Agresión sexual con penetración,1,2016,2,Valladolid
2542,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,9,2016,2,Valladolid
2543,    6.-Robos con violencia e intimidación,17,2016,2,Valladolid
2544,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",139,2016,2,Valladolid
2545,    7.1.-Robos con fuerza en domicilios,72,2016,2,Valladolid
2546,    8.-Hurtos,953,2016,2,Valladolid
2547,    9.-Sustracciones de vehículos,27,2016,2,Valladolid
2548,    10.-Tráfico de drogas,12,2016,2,Valladolid
2549,    1.-Homicidios dolosos y asesinatos consumados,2,2016,2,Barcelona
2550,    2.-Homicidios dolosos y asesinatos en grado tentativa,3,2016,2,Barcelona
2551,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,5,2016,2,Barcelona
2552,    4.-Secuestro,0,2016,2,Barcelona
2553,    5.-Delitos contra la libertad e indemnidad sexual,176,2016,2,Barcelona
2554,    5.1.-Agresión sexual con penetración,30,2016,2,Barcelona
2555,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,146,2016,2,Barcelona
2556,    6.-Robos con violencia e intimidación,2180,2016,2,Barcelona
2557,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",1712,2016,2,Barcelona
2558,    7.1.-Robos con fuerza en domicilios,1206,2016,2,Barcelona
2559,    8.-Hurtos,20807,2016,2,Barcelona
2560,    9.-Sustracciones de vehículos,1018,2016,2,Barcelona
2561,    10.-Tráfico de drogas,117,2016,2,Barcelona
2562,    1.-Homicidios dolosos y asesinatos consumados,1,2016,2,Alicante
2563,    2.-Homicidios dolosos y asesinatos en grado tentativa,1,2016,2,Alicante
2564,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,36,2016,2,Alicante
2565,    4.-Secuestro,0,2016,2,Alicante
2566,    5.-Delitos contra la libertad e indemnidad sexual,20,2016,2,Alicante
2567,    5.1.-Agresión sexual con penetración,3,2016,2,Alicante
2568,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,17,2016,2,Alicante
2569,    6.-Robos con violencia e intimidación,194,2016,2,Alicante
2570,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",311,2016,2,Alicante
2571,    7.1.-Robos con fuerza en domicilios,226,2016,2,Alicante
2572,    8.-Hurtos,1827,2016,2,Alicante
2573,    9.-Sustracciones de vehículos,85,2016,2,Alicante
2574,    10.-Tráfico de drogas,40,2016,2,Alicante
2575,    1.-Homicidios dolosos y asesinatos consumados,2,2016,2,Valencia
2576,    2.-Homicidios dolosos y asesinatos en grado tentativa,6,2016,2,Valencia
2577,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,99,2016,2,Valencia
2578,    4.-Secuestro,0,2016,2,Valencia
2579,    5.-Delitos contra la libertad e indemnidad sexual,90,2016,2,Valencia
2580,    5.1.-Agresión sexual con penetración,7,2016,2,Valencia
2581,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,83,2016,2,Valencia
2582,    6.-Robos con violencia e intimidación,463,2016,2,Valencia
2583,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",709,2016,2,Valencia
2584,    7.1.-Robos con fuerza en domicilios,429,2016,2,Valencia
2585,    8.-Hurtos,4576,2016,2,Valencia
2586,    9.-Sustracciones de vehículos,233,2016,2,Valencia
2587,    10.-Tráfico de drogas,94,2016,2,Valencia
2588,    1.-Homicidios dolosos y asesinatos consumados,0,2016,2,Vigo
2589,    2.-Homicidios dolosos y asesinatos en grado tentativa,1,2016,2,Vigo
2590,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,27,2016,2,Vigo
2591,    4.-Secuestro,0,2016,2,Vigo
2592,    5.-Delitos contra la libertad e indemnidad sexual,18,2016,2,Vigo
2593,    5.1.-Agresión sexual con penetración,3,2016,2,Vigo
2594,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,15,2016,2,Vigo
2595,    6.-Robos con violencia e intimidación,44,2016,2,Vigo
2596,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",104,2016,2,Vigo
2597,    7.1.-Robos con fuerza en domicilios,67,2016,2,Vigo
2598,    8.-Hurtos,781,2016,2,Vigo
2599,    9.-Sustracciones de vehículos,37,2016,2,Vigo
2600,    10.-Tráfico de drogas,22,2016,2,Vigo
2601,    1.-Homicidios dolosos y asesinatos consumados,7,2016,2,Madrid
2602,    2.-Homicidios dolosos y asesinatos en grado tentativa,18,2016,2,Madrid
2603,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,312,2016,2,Madrid
2604,    4.-Secuestro,1,2016,2,Madrid
2605,    5.-Delitos contra la libertad e indemnidad sexual,215,2016,2,Madrid
2606,    5.1.-Agresión sexual con penetración,39,2016,2,Madrid
2607,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,176,2016,2,Madrid
2608,    6.-Robos con violencia e intimidación,2903,2016,2,Madrid
2609,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",2849,2016,2,Madrid
2610,    7.1.-Robos con fuerza en domicilios,1627,2016,2,Madrid
2611,    8.-Hurtos,27742,2016,2,Madrid
2612,    9.-Sustracciones de vehículos,1356,2016,2,Madrid
2613,    10.-Tráfico de drogas,290,2016,2,Madrid
2614,    1.-Homicidios dolosos y asesinatos consumados,0,2016,2,Murcia
2615,    2.-Homicidios dolosos y asesinatos en grado tentativa,3,2016,2,Murcia
2616,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,62,2016,2,Murcia
2617,    4.-Secuestro,0,2016,2,Murcia
2618,    5.-Delitos contra la libertad e indemnidad sexual,36,2016,2,Murcia
2619,    5.1.-Agresión sexual con penetración,4,2016,2,Murcia
2620,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,32,2016,2,Murcia
2621,    6.-Robos con violencia e intimidación,159,2016,2,Murcia
2622,"    7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",482,2016,2,Murcia
2623,    7.1.-Robos con fuerza en domicilios,401,2016,2,Murcia
2624,    8.-Hurtos,1586,2016,2,Murcia
2625,    9.-Sustracciones de vehículos,181,2016,2,Murcia
2626,    10.-Tráfico de drogas,19,2016,2,Murcia
2627,    1.-Homicidios dolosos y asesinatos consumados,0,2016,2,Bilbao
2628,    2.-Homicidios dolosos y asesinatos en grado tentativa,3,2016,2,Bilbao
2629,    3.-Delitos graves y menos graves de lesiones y riña tumultuaria,54,2016,2,Bilbao
2630,    4.-Secuestro,2,2016,2,Bilbao
2631,    5.-Delitos contra la libertad e indemnidad sexual,25,2016,2,Bilbao
2632,    5.1.-Agresión sexual con penetración,3,2016,2,Bilbao
2633,    5.2.-Resto de delitos contra la libertad e indemnidad sexual,22,2016,2,Bilbao
