;type_of_crime;year;month;date;number_of_crimes;cum_sum
1137;Contra exercici drets fonamentals i llibertats públiques;2017;1;2017-01-01;5.0;991.2008758448557
1138;Contra exercici drets fonamentals i llibertats públiques;2017;3;2017-03-01;7.0;991.6008758448556
1139;Contra exercici drets fonamentals i llibertats públiques;2017;4;2017-04-01;2.0;990.88659013057
1140;Contra exercici drets fonamentals i llibertats públiques;2017;5;2017-05-01;3.0;991.38659013057
1141;Contra exercici drets fonamentals i llibertats públiques;2017;6;2017-06-01;6.0;992.38659013057
1142;Contra exercici drets fonamentals i llibertats públiques;2017;7;2017-07-01;3.0;991.88659013057
1143;Contra exercici drets fonamentals i llibertats públiques;2017;8;2017-08-01;4.0;992.2199234639033
1144;Contra exercici drets fonamentals i llibertats públiques;2017;9;2017-09-01;1.0;991.4699234639033
1145;Contra exercici drets fonamentals i llibertats públiques;2017;10;2017-10-01;4.0;994.4699234639033
1146;Contra exercici drets fonamentals i llibertats públiques;2017;11;2017-11-01;3.0;994.2199234639033
1147;Contra exercici drets fonamentals i llibertats públiques;2017;12;2017-12-01;4.0;994.5532567972367
1148;Contra exercici drets fonamentals i llibertats públiques;2018;1;2018-01-01;5.0;994.8032567972367
1149;Contra exercici drets fonamentals i llibertats públiques;2018;2;2018-02-01;5.0;994.8032567972367
1150;Contra exercici drets fonamentals i llibertats públiques;2018;3;2018-03-01;4.0;994.6032567972367
1151;Contra exercici drets fonamentals i llibertats públiques;2018;4;2018-04-01;1.0;993.8532567972367
1152;Contra exercici drets fonamentals i llibertats públiques;2018;5;2018-05-01;6.0;998.8532567972367
1153;Contra exercici drets fonamentals i llibertats públiques;2018;6;2018-06-01;2.0;998.18659013057
1154;Contra exercici drets fonamentals i llibertats públiques;2018;7;2018-07-01;5.0;999.68659013057
1155;Contra exercici drets fonamentals i llibertats públiques;2018;8;2018-08-01;6.0;999.8865901305701
1156;Contra exercici drets fonamentals i llibertats públiques;2018;9;2018-09-01;3.0;999.3865901305701
1157;Contra exercici drets fonamentals i llibertats públiques;2018;10;2018-10-01;0.1;998.4199234639034
1158;Contra exercici drets fonamentals i llibertats públiques;2018;11;2018-11-01;4.0;1037.4199234639034
1159;Contra exercici drets fonamentals i llibertats públiques;2018;12;2018-12-01;2.0;1036.9199234639034
1160;Contra exercici drets fonamentals i llibertats públiques;2019;1;2019-01-01;17.0;1044.4199234639034
1161;Contra exercici drets fonamentals i llibertats públiques;2019;2;2019-02-01;11.0;1044.066982287433
1162;Contra exercici drets fonamentals i llibertats públiques;2019;3;2019-03-01;2.0;1043.2488004692511
1163;Contra exercici drets fonamentals i llibertats públiques;2019;4;2019-04-01;2.0;1043.2488004692511
1164;Contra exercici drets fonamentals i llibertats públiques;2019;5;2019-05-01;1.0;1042.7488004692511
1165;Contra exercici drets fonamentals i llibertats públiques;2019;6;2019-06-01;4.0;1045.7488004692511
1166;Contra exercici drets fonamentals i llibertats públiques;2019;7;2019-07-01;7.0;1046.4988004692511
1167;Contra exercici drets fonamentals i llibertats públiques;2019;8;2019-08-01;5.0;1046.213086183537
1168;Contra exercici drets fonamentals i llibertats públiques;2019;9;2019-09-01;3.0;1045.8130861835368
1169;Contra exercici drets fonamentals i llibertats públiques;2019;10;2019-10-01;6.0;1046.8130861835368
1170;Contra exercici drets fonamentals i llibertats públiques;2019;11;2019-11-01;3.0;1046.3130861835368
1171;Contra exercici drets fonamentals i llibertats públiques;2019;12;2019-12-01;2.0;1045.9797528502036
1172;Contra l'administració pública;2015;11;2015-11-01;1.0;1045.4797528502036
1173;Contra l'ordenació del territori;2015;12;2015-12-01;1.0;1045.4797528502036
1174;Contra la comunitat internacional;2013;6;2013-06-01;1.0;1045.4797528502036
1175;Contra la comunitat internacional;2013;7;2013-07-01;0.1;1044.5797528502035
1176;Contra la comunitat internacional;2014;7;2014-07-01;1.0;1053.5797528502035
1177;Contra la comunitat internacional;2015;10;2015-10-01;0.1;1052.6797528502034
1178;Contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;2014;12;2014-12-01;1.0;1061.6797528502034
1179;Contra la llibertat de consciència, religió i respecte als difunts;2013;4;2013-04-01;1.0;1061.6797528502034
1180;Contra la llibertat de consciència, religió i respecte als difunts;2013;12;2013-12-01;0.1;1060.7797528502033
1181;Contra la llibertat de consciència, religió i respecte als difunts;2014;4;2014-04-01;1.0;1069.7797528502033
1182;Contra la llibertat de consciència, religió i respecte als difunts;2015;2;2015-02-01;1.0;1069.7797528502033
1183;Contra la llibertat de consciència, religió i respecte als difunts;2016;4;2016-04-01;1.0;1069.7797528502033
1184;Contra la llibertat de consciència, religió i respecte als difunts;2018;3;2018-03-01;4.0;1072.7797528502033
1185;Contra la llibertat de consciència, religió i respecte als difunts;2018;4;2018-04-01;3.0;1072.5297528502033
1186;Contra la llibertat de consciència, religió i respecte als difunts;2018;8;2018-08-01;0.1;1071.5630861835366
1187;Contra la salut pública;2012;1;2012-01-01;116.0;1071.944038564489
1188;Contra la salut pública;2012;2;2012-02-01;100.0;1071.806107530006
1189;Contra la salut pública;2012;3;2012-03-01;123.0;1072.0361075300061
1190;Contra la salut pública;2012;4;2012-04-01;113.0;1071.954806716998
1191;Contra la salut pública;2012;5;2012-05-01;107.0;1071.9017093718653
1192;Contra la salut pública;2012;6;2012-06-01;143.0;1072.238157969996
1193;Contra la salut pública;2012;7;2012-07-01;133.0;1072.168227900066
1194;Contra la salut pública;2012;8;2012-08-01;143.0;1072.243415869991
1195;Contra la salut pública;2012;9;2012-09-01;97.0;1071.9217375483126
1196;Contra la salut pública;2012;10;2012-10-01;110.0;1072.0557581668693
1197;Contra la salut pública;2012;11;2012-11-01;81.0;1071.792121803233
1198;Contra la salut pública;2012;12;2012-12-01;86.0;1071.8538501982946
1199;Contra la salut pública;2013;1;2013-01-01;102.0;1072.0398967099225
1200;Contra la salut pública;2013;2;2013-02-01;80.0;1071.8242104354126
1201;Contra la salut pública;2013;3;2013-03-01;91.0;1071.9617104354127
1202;Contra la salut pública;2013;4;2013-04-01;104.0;1072.1045675782698
1203;Contra la salut pública;2013;5;2013-05-01;97.0;1072.0372598859622
1204;Contra la salut pública;2013;6;2013-06-01;111.0;1072.1815897828694
1205;Contra la salut pública;2013;7;2013-07-01;93.0;1072.0194276207073
1206;Contra la salut pública;2013;8;2013-08-01;92.0;1072.0086749325353
1207;Contra la salut pública;2013;9;2013-09-01;112.0;1072.226066236883
1208;Contra la salut pública;2013;10;2013-10-01;74.0;1071.8867805225973
1209;Contra la salut pública;2013;11;2013-11-01;65.0;1071.7651589009756
1210;Contra la salut pública;2013;12;2013-12-01;63.0;1071.7343896702064
1211;Contra la salut pública;2014;1;2014-01-01;68.0;1071.8137547495714
1212;Contra la salut pública;2014;2;2014-02-01;83.0;1072.0343429848656
1213;Contra la salut pública;2014;3;2014-03-01;81.0;1072.0102465993234
1214;Contra la salut pública;2014;4;2014-04-01;89.0;1072.1090120314223
1215;Contra la salut pública;2014;5;2014-05-01;81.0;1072.0191243909728
1216;Contra la salut pública;2014;6;2014-06-01;95.0;1072.1919638971456
1217;Contra la salut pública;2014;7;2014-07-01;115.0;1072.402490212935
1218;Contra la salut pública;2014;8;2014-08-01;119.0;1072.4372728216306
1219;Contra la salut pública;2014;9;2014-09-01;91.0;1072.2019787039835
1220;Contra la salut pública;2014;10;2014-10-01;68.0;1071.9492314512363
1221;Contra la salut pública;2014;11;2014-11-01;68.0;1071.9492314512363
1222;Contra la salut pública;2014;12;2014-12-01;51.0;1071.6992314512363
1223;Contra la salut pública;2015;1;2015-01-01;54.0;1071.758054980648
1224;Contra la salut pública;2015;2;2015-02-01;88.0;1072.3876846102776
1225;Contra la salut pública;2015;3;2015-03-01;70.0;1072.183139155732
1226;Contra la salut pública;2015;4;2015-04-01;79.0;1072.3117105843035
1227;Contra la salut pública;2015;5;2015-05-01;92.0;1072.4762675463287
1228;Contra la salut pública;2015;6;2015-06-01;77.0;1072.313224068068
1229;Contra la salut pública;2015;7;2015-07-01;72.0;1072.2482890031329
1230;Contra la salut pública;2015;8;2015-08-01;97.0;1072.595511225355
1231;Contra la salut pública;2015;9;2015-09-01;68.0;1072.29654215319
1232;Contra la salut pública;2015;10;2015-10-01;55.0;1072.1053656826018
1233;Contra la salut pública;2015;11;2015-11-01;49.0;1071.996274773511
1234;Contra la salut pública;2015;12;2015-12-01;58.0;1072.1799482428987
1235;Contra la salut pública;2016;1;2016-01-01;70.0;1072.386844794623
1236;Contra la salut pública;2016;2;2016-02-01;61.0;1072.2582733660515
1237;Contra la salut pública;2016;3;2016-03-01;69.0;1072.3894209070352
1238;Contra la salut pública;2016;4;2016-04-01;60.0;1072.2589861244264
1239;Contra la salut pública;2016;5;2016-05-01;56.0;1072.1923194577598
1240;Contra la salut pública;2016;6;2016-06-01;101.0;1072.9958908863312
1241;Contra la salut pública;2016;7;2016-07-01;62.0;1072.6097522724697
1242;Contra la salut pública;2016;8;2016-08-01;75.0;1072.8194296918246
1243;Contra la salut pública;2016;9;2016-09-01;68.0;1072.7260963584913
1244;Contra la salut pública;2016;10;2016-10-01;79.0;1072.8878610643737
1245;Contra la salut pública;2016;11;2016-11-01;45.0;1072.4574813175384
1246;Contra la salut pública;2016;12;2016-12-01;53.0;1072.635259095316
1247;Contra la salut pública;2017;1;2017-01-01;58.0;1072.7295987179575
1248;Contra la salut pública;2017;2;2017-02-01;91.0;1073.298564235199
1249;Contra la salut pública;2017;3;2017-03-01;100.0;1073.3974653341
1250;Contra la salut pública;2017;4;2017-04-01;88.0;1073.2774653341
1251;Contra la salut pública;2017;5;2017-05-01;87.0;1073.2661016977363
1252;Contra la salut pública;2017;6;2017-06-01;99.0;1073.404032732219
1253;Contra la salut pública;2017;7;2017-07-01;83.0;1073.242416570603
1254;Contra la salut pública;2017;8;2017-08-01;71.0;1073.0978382573498
1255;Contra la salut pública;2017;9;2017-09-01;51.0;1072.8161481165048
1256;Contra la salut pública;2017;10;2017-10-01;58.0;1072.9534030184657
1257;Contra la salut pública;2017;11;2017-11-01;61.0;1073.0051271563966
1258;Contra la salut pública;2017;12;2017-12-01;32.0;1072.529717320331
1259;Contra la salut pública;2018;1;2018-01-01;70.0;1073.717217320331
1260;Contra la salut pública;2018;2;2018-02-01;82.0;1073.8886458917596
1261;Contra la salut pública;2018;3;2018-03-01;93.0;1074.022792233223
1262;Contra la salut pública;2018;4;2018-04-01;81.0;1073.8937599751584
1263;Contra la salut pública;2018;5;2018-05-01;88.0;1073.9801797282448
1264;Contra la salut pública;2018;6;2018-06-01;91.0;1074.0142706373358
1265;Contra la salut pública;2018;7;2018-07-01;106.0;1074.179105802171
1266;Contra la salut pública;2018;8;2018-08-01;111.0;1074.226275613492
1267;Contra la salut pública;2018;9;2018-09-01;97.0;1074.1001494873658
1268;Contra la salut pública;2018;10;2018-10-01;71.0;1073.8321082502523
1269;Contra la salut pública;2018;11;2018-11-01;84.0;1074.0152068418015
1270;Contra la salut pública;2018;12;2018-12-01;44.0;1073.5390163656111
1271;Contra la salut pública;2019;1;2019-01-01;79.0;1074.3344709110656
1272;Contra la salut pública;2019;2;2019-02-01;98.0;1074.5749772401796
1273;Contra la salut pública;2019;3;2019-03-01;103.0;1074.625997648343
1274;Contra la salut pública;2019;4;2019-04-01;96.0;1074.5580364832945
1275;Contra la salut pública;2019;5;2019-05-01;92.0;1074.5163698166277
1276;Contra la salut pública;2019;6;2019-06-01;71.0;1074.2881089470625
1277;Contra la salut pública;2019;7;2019-07-01;79.0;1074.4007850034004
1278;Contra la salut pública;2019;8;2019-08-01;100.0;1074.6666077882105
1279;Contra la salut pública;2019;9;2019-09-01;76.0;1074.4266077882105
1280;Contra la salut pública;2019;10;2019-10-01;108.0;1074.8476604197895
1281;Contra la salut pública;2019;11;2019-11-01;86.0;1074.6439567160858
1282;Contra la salut pública;2019;12;2019-12-01;65.0;1074.399770669574
1283;Contra les institucions de l'Estat i divisió de poders;2013;9;2013-09-01;2.0;1093.399770669574
1284;Contra les institucions de l'Estat i divisió de poders;2014;6;2014-06-01;1.0;1092.899770669574
1285;Contra les institucions de l'Estat i divisió de poders;2015;2;2015-02-01;1.0;1092.899770669574
1286;Contra les institucions de l'Estat i divisió de poders;2015;5;2015-05-01;0.1;1091.999770669574
1287;Contra les institucions de l'Estat i divisió de poders;2015;9;2015-09-01;1.0;1100.999770669574
1288;Contra les institucions de l'Estat i divisió de poders;2016;9;2016-09-01;2.0;1101.999770669574
1289;Contra les institucions de l'Estat i divisió de poders;2016;10;2016-10-01;0.1;1101.049770669574
1290;Contra les institucions de l'Estat i divisió de poders;2016;12;2016-12-01;1.0;1110.049770669574
1291;Contra les institucions de l'Estat i divisió de poders;2017;3;2017-03-01;1.0;1110.049770669574
1292;Contra les institucions de l'Estat i divisió de poders;2017;4;2017-04-01;1.0;1110.049770669574
1293;Contra les institucions de l'Estat i divisió de poders;2017;6;2017-06-01;0.1;1109.1497706695739
1294;Contra les institucions de l'Estat i divisió de poders;2017;9;2017-09-01;1.0;1118.1497706695739
1295;Contra les institucions de l'Estat i divisió de poders;2018;2;2018-02-01;2.0;1119.1497706695739
1296;Contra les institucions de l'Estat i divisió de poders;2018;3;2018-03-01;2.0;1119.1497706695739
1297;Contra les institucions de l'Estat i divisió de poders;2018;4;2018-04-01;1.0;1118.6497706695739
1298;Contra les institucions de l'Estat i divisió de poders;2018;5;2018-05-01;1.0;1118.6497706695739
1299;Contra les institucions de l'Estat i divisió de poders;2018;6;2018-06-01;2.0;1119.6497706695739
1300;Contra les institucions de l'Estat i divisió de poders;2018;8;2018-08-01;2.0;1119.6497706695739
1301;Contra les institucions de l'Estat i divisió de poders;2018;9;2018-09-01;2.0;1119.6497706695739
1302;Contra les institucions de l'Estat i divisió de poders;2018;10;2018-10-01;2.0;1119.6497706695739
1303;Contra les institucions de l'Estat i divisió de poders;2019;2;2019-02-01;2.0;1119.6497706695739
1304;Contra les institucions de l'Estat i divisió de poders;2019;9;2019-09-01;3.0;1120.1497706695739
1305;Contra les institucions de l'Estat i divisió de poders;2019;11;2019-11-01;1.0;1119.483104002907
1306;Contra les institucions de l'Estat i divisió de poders;2019;12;2019-12-01;1.0;1119.483104002907
1307;Corrupció als negocis;2012;11;2012-11-01;1.0;1119.483104002907
1308;Corrupció als negocis;2012;12;2012-12-01;0.1;1118.583104002907
1309;Corrupció als negocis;2017;10;2017-10-01;1.0;1127.583104002907
1310;Corrupció als negocis;2018;3;2018-03-01;0.1;1126.683104002907
1311;Danys;2012;1;2012-01-01;229.0;1127.0068034248723
1312;Danys;2012;2;2012-02-01;220.0;1126.9675021148287
1313;Danys;2012;3;2012-03-01;265.0;1127.1720475693742
1314;Danys;2012;4;2012-04-01;276.0;1127.2135570033365
1315;Danys;2012;5;2012-05-01;245.0;1127.1012381627568
1316;Danys;2012;6;2012-06-01;246.0;1127.1053197954097
1317;Danys;2012;7;2012-07-01;219.0;1126.9955636978489
1318;Danys;2012;8;2012-08-01;173.0;1126.7855180357485
1319;Danys;2012;9;2012-09-01;201.0;1126.947367746731
1320;Danys;2012;10;2012-10-01;217.0;1127.0269697367808
1321;Danys;2012;11;2012-11-01;231.0;1127.091485865813
1322;Danys;2012;12;2012-12-01;209.0;1126.9962477705749
1323;Danys;2013;1;2013-01-01;219.0;1127.044094660527
1324;Danys;2013;2;2013-02-01;184.0;1126.8842773089289
1325;Danys;2013;3;2013-03-01;208.0;1127.0147120915376
1326;Danys;2013;4;2013-04-01;189.0;1126.9233659376914
1327;Danys;2013;5;2013-05-01;225.0;1127.1138421281676
1328;Danys;2013;6;2013-06-01;201.0;1127.007175461501
1329;Danys;2013;7;2013-07-01;164.0;1126.8230958595109
1330;Danys;2013;8;2013-08-01;145.0;1126.7072422009744
1331;Danys;2013;9;2013-09-01;151.0;1126.7486215113192
1332;Danys;2013;10;2013-10-01;166.0;1126.8479592596636
1333;Danys;2013;11;2013-11-01;198.0;1127.040730344001
1334;Danys;2013;12;2013-12-01;167.0;1126.8841646874355
1335;Danys;2014;1;2014-01-01;214.0;1127.165601813184
1336;Danys;2014;2;2014-02-01;221.0;1127.1983120935577
1337;Danys;2014;3;2014-03-01;220.0;1127.1937872066799
1338;Danys;2014;4;2014-04-01;210.0;1127.1483326612254
1339;Danys;2014;5;2014-05-01;263.0;1127.4007136136063
1340;Danys;2014;6;2014-06-01;231.0;1127.279040609804
1341;Danys;2014;7;2014-07-01;183.0;1127.0712484020119
1342;Danys;2014;8;2014-08-01;175.0;1127.0275325550174
1343;Danys;2014;9;2014-09-01;201.0;1127.1761039835887
1344;Danys;2014;10;2014-10-01;190.0;1127.1213776154295
1345;Danys;2014;11;2014-11-01;155.0;1126.9371670891137
1346;Danys;2014;12;2014-12-01;200.0;1127.2274896697588
1347;Danys;2015;1;2015-01-01;212.0;1127.2874896697588
1348;Danys;2015;2;2015-02-01;188.0;1127.174282122589
1349;Danys;2015;3;2015-03-01;210.0;1127.2913033991847
1350;Danys;2015;4;2015-04-01;217.0;1127.324636732518
1351;Danys;2015;5;2015-05-01;203.0;1127.2601206034858
1352;Danys;2015;6;2015-06-01;202.0;1127.2551944951115
1353;Danys;2015;7;2015-07-01;954.0;1130.9779667723392
1354;Danys;2015;8;2015-08-01;762.0;1130.776708910704
1355;Danys;2015;9;2015-09-01;922.0;1130.9866826639848
1356;Danys;2015;10;2015-10-01;901.0;1130.9639060913166
1357;Danys;2015;11;2015-11-01;860.0;1130.918401096866
1358;Danys;2015;12;2015-12-01;837.0;1130.8916569108196
1359;Danys;2016;1;2016-01-01;871.0;1130.9322781772473
1360;Danys;2016;2;2016-02-01;791.0;1130.84042972719
1361;Danys;2016;3;2016-03-01;840.0;1130.9023766298449
1362;Danys;2016;4;2016-04-01;825.0;1130.8845194869878
1363;Danys;2016;5;2016-05-01;883.0;1130.9548225172907
1364;Danys;2016;6;2016-06-01;949.0;1131.0295677041536
1365;Danys;2016;7;2016-07-01;929.0;1131.0084928885583
1366;Danys;2016;8;2016-08-01;788.0;1130.8567167852214
1367;Danys;2016;9;2016-09-01;904.0;1131.0039249070487
1368;Danys;2016;10;2016-10-01;803.0;1130.8921992433318
1369;Danys;2016;11;2016-11-01;875.0;1130.9818630042284
1370;Danys;2016;12;2016-12-01;796.0;1130.8915772899427
1371;Danys;2017;1;2017-01-01;872.0;1130.9870546768773
1372;Danys;2017;2;2017-02-01;869.0;1130.9836143099049
1373;Danys;2017;3;2017-03-01;952.0;1131.0791263927588
1374;Danys;2017;4;2017-04-01;800.0;1130.9194625272125
1375;Danys;2017;5;2017-05-01;871.0;1131.0082125272124
1376;Danys;2017;6;2017-06-01;895.0;1131.0357670622298
1377;Danys;2017;7;2017-07-01;882.0;1131.021241922565
1378;Danys;2017;8;2017-08-01;746.0;1130.8670469112271
1379;Danys;2017;9;2017-09-01;880.0;1131.0466715761065
1380;Danys;2017;10;2017-10-01;916.0;1131.0875806670156
1381;Danys;2017;11;2017-11-01;1005.0;1131.1847422390679
1382;Danys;2017;12;2017-12-01;837.0;1131.0175780599634
1383;Danys;2018;1;2018-01-01;1064.0;1131.2887847505249
1384;Danys;2018;2;2018-02-01;918.0;1131.151566705412
1385;Danys;2018;3;2018-03-01;946.0;1131.1820677947367
1386;Danys;2018;4;2018-04-01;922.0;1131.1566978158783
1387;Danys;2018;5;2018-05-01;1021.0;1131.264073087028
1388;Danys;2018;6;2018-06-01;961.0;1131.2053071712592
1389;Danys;2018;7;2018-07-01;1006.0;1131.252133393944
1390;Danys;2018;8;2018-08-01;960.0;1131.2064077478208
1391;Danys;2018;9;2018-09-01;922.0;1131.1668244144873
1392;Danys;2018;10;2018-10-01;986.0;1131.2362387311903
1393;Danys;2018;11;2018-11-01;1050.0;1131.3011474532998
1394;Danys;2018;12;2018-12-01;977.0;1131.231623643776
1395;Danys;2019;1;2019-01-01;1200.0;1131.4598733878906
1396;Danys;2019;2;2019-02-01;1100.0;1131.3765400545574
1397;Danys;2019;3;2019-03-01;1001.0;1131.2865400545575
1398;Danys;2019;4;2019-04-01;910.0;1131.1956309636485
1399;Danys;2019;5;2019-05-01;1070.0;1131.3714551394726
1400;Danys;2019;6;2019-06-01;1003.0;1131.3088383170427
1401;Danys;2019;7;2019-07-01;1151.0;1131.4563956450586
1402;Danys;2019;8;2019-08-01;1033.0;1131.3538760968397
1403;Danys;2019;9;2019-09-01;1112.0;1131.4303523795115
1404;Danys;2019;10;2019-10-01;1391.0;1131.6812516600871
1405;Danys;2019;11;2019-11-01;1223.0;1131.5604752402453
1406;Danys;2019;12;2019-12-01;1096.0;1131.456632231251
1407;De la usurpació de l'estat civil;2012;1;2012-01-01;15.0;1131.081632231251
1408;De la usurpació de l'estat civil;2012;2;2012-02-01;19.0;1131.3482988979176
1409;De la usurpació de l'estat civil;2012;3;2012-03-01;30.0;1131.9272462663387
1410;De la usurpació de l'estat civil;2012;4;2012-04-01;10.0;1131.260579599672
1411;De la usurpació de l'estat civil;2012;5;2012-05-01;18.0;1132.0605795996719
1412;De la usurpació de l'estat civil;2012;6;2012-06-01;21.0;1132.2272462663386
1413;De la usurpació de l'estat civil;2012;7;2012-07-01;18.0;1132.0843891234815
1414;De la usurpació de l'estat civil;2012;8;2012-08-01;6.0;1131.4177224568148
1415;De la usurpació de l'estat civil;2012;9;2012-09-01;10.0;1132.0843891234815
1416;De la usurpació de l'estat civil;2012;10;2012-10-01;26.0;1133.6843891234814
1417;De la usurpació de l'estat civil;2012;11;2012-11-01;30.0;1133.8382352773276
1418;De la usurpació de l'estat civil;2012;12;2012-12-01;18.0;1133.4382352773275
1419;De la usurpació de l'estat civil;2013;1;2013-01-01;26.0;1133.8826797217719
1420;De la usurpació de l'estat civil;2013;2;2013-02-01;22.0;1133.7288335679257
1421;De la usurpació de l'estat civil;2013;3;2013-03-01;15.0;1133.410651749744
1422;De la usurpació de l'estat civil;2013;4;2013-04-01;19.0;1133.6773184164106
1423;De la usurpació de l'estat civil;2013;5;2013-05-01;13.0;1133.3615289427264
1424;De la usurpació de l'estat civil;2013;6;2013-06-01;15.0;1133.5153750965726
1425;De la usurpació de l'estat civil;2013;7;2013-07-01;12.0;1133.3153750965726
1426;De la usurpació de l'estat civil;2013;8;2013-08-01;9.0;1133.0653750965726
1427;De la usurpació de l'estat civil;2013;9;2013-09-01;12.0;1133.3987084299058
1428;De la usurpació de l'estat civil;2013;10;2013-10-01;14.0;1133.5653750965726
1429;De la usurpació de l'estat civil;2013;11;2013-11-01;18.0;1133.8510893822868
1430;De la usurpació de l'estat civil;2013;12;2013-12-01;11.0;1133.4622004933979
1431;De la usurpació de l'estat civil;2014;1;2014-01-01;16.0;1133.9167459479434
1432;De la usurpació de l'estat civil;2014;2;2014-02-01;10.0;1133.5417459479434
1433;De la usurpació de l'estat civil;2014;3;2014-03-01;17.0;1134.2417459479434
1434;De la usurpació de l'estat civil;2014;4;2014-04-01;15.0;1134.12409888912
1435;De la usurpació de l'estat civil;2014;5;2014-05-01;18.0;1134.32409888912
1436;De la usurpació de l'estat civil;2014;6;2014-06-01;9.0;1133.82409888912
1437;De la usurpació de l'estat civil;2014;7;2014-07-01;19.0;1134.935210000231
1438;De la usurpació de l'estat civil;2014;8;2014-08-01;15.0;1134.7246836844417
1439;De la usurpació de l'estat civil;2014;9;2014-09-01;14.0;1134.6580170177751
1440;De la usurpació de l'estat civil;2014;10;2014-10-01;17.0;1134.872302732061
1441;De la usurpació de l'estat civil;2014;11;2014-11-01;12.0;1134.5781850850021
1442;De la usurpació de l'estat civil;2014;12;2014-12-01;10.0;1134.4115184183354
1443;De la usurpació de l'estat civil;2015;1;2015-01-01;14.0;1134.8115184183355
1444;De la usurpació de l'estat civil;2015;2;2015-02-01;13.0;1134.7400898469068
1445;De la usurpació de l'estat civil;2015;3;2015-03-01;11.0;1134.5862436930606
1446;De la usurpació de l'estat civil;2015;4;2015-04-01;11.0;1134.5862436930606
1447;De la usurpació de l'estat civil;2015;5;2015-05-01;7.0;1134.2226073294244
1448;De la usurpació de l'estat civil;2015;6;2015-06-01;8.0;1134.3654644722815
1449;De la usurpació de l'estat civil;2015;7;2015-07-01;11.0;1134.7404644722815
1450;De la usurpació de l'estat civil;2015;8;2015-08-01;12.0;1134.8313735631905
1451;De la usurpació de l'estat civil;2015;9;2015-09-01;9.0;1134.5813735631905
1452;De la usurpació de l'estat civil;2015;10;2015-10-01;13.0;1135.0258180076348
1453;De la usurpació de l'estat civil;2015;11;2015-11-01;15.0;1135.179664161481
1454;De la usurpació de l'estat civil;2015;12;2015-12-01;13.0;1135.0463308281476
1455;De la usurpació de l'estat civil;2016;1;2016-01-01;7.0;1134.584792366609
1456;De la usurpació de l'estat civil;2016;2;2016-02-01;18.0;1136.1562209380377
1457;De la usurpació de l'estat civil;2016;3;2016-03-01;15.0;1135.989554271371
1458;De la usurpació de l'estat civil;2016;4;2016-04-01;14.0;1135.9228876047043
1459;De la usurpació de l'estat civil;2016;5;2016-05-01;12.0;1135.7800304618472
1460;De la usurpació de l'estat civil;2016;6;2016-06-01;9.0;1135.5300304618472
1461;De la usurpació de l'estat civil;2016;7;2016-07-01;10.0;1135.6411415729583
1462;De la usurpació de l'estat civil;2016;8;2016-08-01;8.0;1135.4411415729583
1463;De la usurpació de l'estat civil;2016;9;2016-09-01;9.0;1135.5661415729583
1464;De la usurpació de l'estat civil;2016;10;2016-10-01;12.0;1135.8994749062915
1465;De la usurpació de l'estat civil;2016;11;2016-11-01;11.0;1135.8161415729583
1466;De la usurpació de l'estat civil;2016;12;2016-12-01;9.0;1135.63432339114
1467;De la usurpació de l'estat civil;2017;1;2017-01-01;8.0;1135.523212280029
1468;De la usurpació de l'estat civil;2017;2;2017-02-01;14.0;1136.273212280029
1469;De la usurpació de l'estat civil;2017;3;2017-03-01;10.0;1135.9874979943147
1470;De la usurpació de l'estat civil;2017;4;2017-04-01;15.0;1136.4874979943147
1471;De la usurpació de l'estat civil;2017;5;2017-05-01;11.0;1136.220831327648
1472;De la usurpació de l'estat civil;2017;6;2017-06-01;12.0;1136.311740418557
1473;De la usurpació de l'estat civil;2017;7;2017-07-01;12.0;1136.311740418557
1474;De la usurpació de l'estat civil;2017;8;2017-08-01;11.0;1136.2284070852238
1475;De la usurpació de l'estat civil;2017;9;2017-09-01;10.0;1136.1374979943148
1476;De la usurpació de l'estat civil;2017;10;2017-10-01;4.0;1135.537497994315
1477;De la usurpació de l'estat civil;2017;11;2017-11-01;15.0;1138.287497994315
1478;De la usurpació de l'estat civil;2017;12;2017-12-01;9.0;1137.8874979943148
1479;De la usurpació de l'estat civil;2018;1;2018-01-01;10.0;1137.9986091054259
1480;De la usurpació de l'estat civil;2018;2;2018-02-01;11.0;1138.0986091054258
1481;De la usurpació de l'estat civil;2018;3;2018-03-01;5.0;1137.5531545599713
1482;De la usurpació de l'estat civil;2018;4;2018-04-01;11.0;1138.7531545599713
1483;De la usurpació de l'estat civil;2018;5;2018-05-01;6.0;1138.2986091054258
1484;De la usurpació de l'estat civil;2018;6;2018-06-01;9.0;1138.7986091054258
1485;De la usurpació de l'estat civil;2018;7;2018-07-01;12.0;1139.131942438759
1486;De la usurpació de l'estat civil;2018;8;2018-08-01;8.0;1138.7986091054258
1487;De la usurpació de l'estat civil;2018;9;2018-09-01;9.0;1138.9236091054258
1488;De la usurpació de l'estat civil;2018;10;2018-10-01;11.0;1139.145831327648
1489;De la usurpació de l'estat civil;2018;11;2018-11-01;12.0;1139.236740418557
1490;De la usurpació de l'estat civil;2018;12;2018-12-01;9.0;1138.986740418557
1491;De la usurpació de l'estat civil;2019;1;2019-01-01;10.0;1139.097851529668
1492;De la usurpació de l'estat civil;2019;2;2019-02-01;11.0;1139.197851529668
1493;De la usurpació de l'estat civil;2019;3;2019-03-01;12.0;1139.288760620577
