;RP;ABP;type_of_crime;number_of_crimes;year;month;day;date
166130;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Contra els drets i deures familiars;1;2011;8;1;2011-08-01
166131;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Desordres públics;1;2011;8;1;2011-08-01
166132;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Organitzacions i grups criminals;0;2011;8;1;2011-08-01
166133;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Altres delictes contra l'ordre públic;14;2011;8;1;2011-08-01
166134;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Contra la salut pública;3;2011;8;1;2011-08-01
166135;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Faltes contra el patrimoni;890;2011;8;1;2011-08-01
166136;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Faltes contra els interessos generals;1;2011;8;1;2011-08-01
166137;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Faltes contra les persones;75;2011;8;1;2011-08-01
166138;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Faltes contra l'ordre públic;4;2011;8;1;2011-08-01
166139;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;De la usurpació de l'estat civil;3;2011;8;1;2011-08-01
166140;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Falsedats documentals;1;2011;8;1;2011-08-01
166141;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Lesions;9;2011;8;1;2011-08-01
166142;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Tracte degradant / vexatori;1;2011;8;1;2011-08-01
166143;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Apropiació indeguda;3;2011;8;1;2011-08-01
166144;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Danys;11;2011;8;1;2011-08-01
166145;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Defraudacions de fluid elèctric i anàlogues;1;2011;8;1;2011-08-01
166146;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Estafes;28;2011;8;1;2011-08-01
166147;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Extorsió;1;2011;8;1;2011-08-01
166148;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Furt;63;2011;8;1;2011-08-01
166149;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Ocupació immobles;2;2011;8;1;2011-08-01
166150;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Robatori amb força;63;2011;8;1;2011-08-01
166151;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Robatori amb força interior vehicle;20;2011;8;1;2011-08-01
166152;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Robatori amb violència i/o intimidació;40;2011;8;1;2011-08-01
166153;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Robatori i furt d'us de vehicle;52;2011;8;1;2011-08-01
166154;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Descobriment i revelació de secrets;1;2011;8;1;2011-08-01
166155;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Amenaces;6;2011;8;1;2011-08-01
166156;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Coaccions;2;2011;8;1;2011-08-01
166157;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Detenció il·legal;1;2011;8;1;2011-08-01
166158;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Abusos sexuals;1;2011;8;1;2011-08-01
166159;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Exhibicionisme i provocació sexual;1;2011;8;1;2011-08-01
166160;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Trencament de condemna;1;2011;8;1;2011-08-01
166161;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Contra els drets i deures familiars;3;2011;8;1;2011-08-01
166162;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Organitzacions i grups criminals;1;2011;8;1;2011-08-01
166163;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Altres delictes contra l'ordre públic;6;2011;8;1;2011-08-01
166164;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Contra la salut pública;1;2011;8;1;2011-08-01
166165;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Incendi;1;2011;8;1;2011-08-01
166166;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Faltes contra el patrimoni;197;2011;8;1;2011-08-01
166167;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Faltes contra les persones;21;2011;8;1;2011-08-01
166168;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Faltes contra l'ordre públic;4;2011;8;1;2011-08-01
167508;RP Metropolitana Barcelona;ABP Barcelona;Homicidi consumat;1;2011;9;1;2011-09-01
167509;RP Metropolitana Barcelona;ABP Barcelona;Homicidi temptativa;1;2011;9;1;2011-09-01
167510;RP Metropolitana Barcelona;ABP Barcelona;Falsedats documentals;0;2011;9;1;2011-09-01
167511;RP Metropolitana Barcelona;ABP Barcelona;Usurpació de funcions públiques i intrusisme;3;2011;9;1;2011-09-01
167512;RP Metropolitana Barcelona;ABP Barcelona;Lesions;1;2011;9;1;2011-09-01
167513;RP Metropolitana Barcelona;ABP Barcelona;Tràfic d'éssers humans;0;2011;9;1;2011-09-01
167514;RP Metropolitana Barcelona;ABP Barcelona;Apropiació indeguda;0;2011;9;1;2011-09-01
167515;RP Metropolitana Barcelona;ABP Barcelona;Danys;2;2011;9;1;2011-09-01
167516;RP Metropolitana Barcelona;ABP Barcelona;Estafes;5;2011;9;1;2011-09-01
167517;RP Metropolitana Barcelona;ABP Barcelona;Extorsió;0;2011;9;1;2011-09-01
167518;RP Metropolitana Barcelona;ABP Barcelona;Furt;56;2011;9;1;2011-09-01
167519;RP Metropolitana Barcelona;ABP Barcelona;Receptació i altres conductes afins;1;2011;9;1;2011-09-01
167520;RP Metropolitana Barcelona;ABP Barcelona;Robatori amb força;4;2011;9;1;2011-09-01
167521;RP Metropolitana Barcelona;ABP Barcelona;Robatori amb força interior vehicle;20;2011;9;1;2011-09-01
167522;RP Metropolitana Barcelona;ABP Barcelona;Robatori amb violència i/o intimidació;20;2011;9;1;2011-09-01
167523;RP Metropolitana Barcelona;ABP Barcelona;Robatori i furt d'us de vehicle;1;2011;9;1;2011-09-01
167524;RP Metropolitana Barcelona;ABP Barcelona;Injúria;1;2011;9;1;2011-09-01
167525;RP Metropolitana Barcelona;ABP Barcelona;Contra les institucions de l'Estat i divisió de poders;1;2011;9;1;2011-09-01
167526;RP Metropolitana Barcelona;ABP Barcelona;Amenaces;1;2011;9;1;2011-09-01
167527;RP Metropolitana Barcelona;ABP Barcelona;Abusos sexuals;1;2011;9;1;2011-09-01
167528;RP Metropolitana Barcelona;ABP Barcelona;Relatius a la prostitució;1;2011;9;1;2011-09-01
167529;RP Metropolitana Barcelona;ABP Barcelona;Trencament de condemna;2;2011;9;1;2011-09-01
167530;RP Metropolitana Barcelona;ABP Barcelona;Infidelitat en la custòdia de documents i violació de secrets;1;2011;9;1;2011-09-01
167531;RP Metropolitana Barcelona;ABP Barcelona;Contra els drets i deures familiars;2;2011;9;1;2011-09-01
167532;RP Metropolitana Barcelona;ABP Barcelona;Organitzacions i grups criminals;0;2011;9;1;2011-09-01
167533;RP Metropolitana Barcelona;ABP Barcelona;Altres delictes contra l'ordre públic;0;2011;9;1;2011-09-01
167534;RP Metropolitana Barcelona;ABP Barcelona;Contra la salut pública;2;2011;9;1;2011-09-01
167535;RP Metropolitana Barcelona;ABP Barcelona;Faltes contra el patrimoni;208;2011;9;1;2011-09-01
167536;RP Metropolitana Barcelona;ABP Barcelona;Faltes contra les persones;4;2011;9;1;2011-09-01
167537;RP Metropolitana Barcelona;ABP Ciutat Vella;Homicidi consumat;1;2011;9;1;2011-09-01
167538;RP Metropolitana Barcelona;ABP Ciutat Vella;De la usurpació de l'estat civil;1;2011;9;1;2011-09-01
167539;RP Metropolitana Barcelona;ABP Ciutat Vella;Falsedats documentals;5;2011;9;1;2011-09-01
167540;RP Metropolitana Barcelona;ABP Ciutat Vella;Usurpació de funcions públiques i intrusisme;3;2011;9;1;2011-09-01
167541;RP Metropolitana Barcelona;ABP Ciutat Vella;Lesions;50;2011;9;1;2011-09-01
167542;RP Metropolitana Barcelona;ABP Ciutat Vella;Tracte degradant / vexatori;16;2011;9;1;2011-09-01
167543;RP Metropolitana Barcelona;ABP Ciutat Vella;Tràfic d'éssers humans;0;2011;9;1;2011-09-01
167544;RP Metropolitana Barcelona;ABP Ciutat Vella;Apropiació indeguda;14;2011;9;1;2011-09-01
167545;RP Metropolitana Barcelona;ABP Ciutat Vella;Danys;18;2011;9;1;2011-09-01
167546;RP Metropolitana Barcelona;ABP Ciutat Vella;Defraudacions de fluid elèctric i anàlogues;2;2011;9;1;2011-09-01
167547;RP Metropolitana Barcelona;ABP Ciutat Vella;Estafes;28;2011;9;1;2011-09-01
167548;RP Metropolitana Barcelona;ABP Ciutat Vella;Furt;1265;2011;9;1;2011-09-01
167549;RP Metropolitana Barcelona;ABP Ciutat Vella;Ocupació immobles;11;2011;9;1;2011-09-01
167550;RP Metropolitana Barcelona;ABP Ciutat Vella;Propietat industrial;1;2011;9;1;2011-09-01
167551;RP Metropolitana Barcelona;ABP Ciutat Vella;Receptació i altres conductes afins;2;2011;9;1;2011-09-01
167552;RP Metropolitana Barcelona;ABP Ciutat Vella;Robatori amb força;75;2011;9;1;2011-09-01
167553;RP Metropolitana Barcelona;ABP Ciutat Vella;Robatori amb força interior vehicle;84;2011;9;1;2011-09-01
167554;RP Metropolitana Barcelona;ABP Ciutat Vella;Robatori amb violència i/o intimidació;279;2011;9;1;2011-09-01
167555;RP Metropolitana Barcelona;ABP Ciutat Vella;Robatori i furt d'us de vehicle;24;2011;9;1;2011-09-01
167556;RP Metropolitana Barcelona;ABP Ciutat Vella;Descobriment i revelació de secrets;1;2011;9;1;2011-09-01
167557;RP Metropolitana Barcelona;ABP Ciutat Vella;Entrada a domicili aliè;2;2011;9;1;2011-09-01
167558;RP Metropolitana Barcelona;ABP Ciutat Vella;Amenaces;20;2011;9;1;2011-09-01
167559;RP Metropolitana Barcelona;ABP Ciutat Vella;Detenció il·legal;2;2011;9;1;2011-09-01
167560;RP Metropolitana Barcelona;ABP Ciutat Vella;Abusos sexuals;2;2011;9;1;2011-09-01
167561;RP Metropolitana Barcelona;ABP Ciutat Vella;Agressions sexuals;4;2011;9;1;2011-09-01
167562;RP Metropolitana Barcelona;ABP Ciutat Vella;Exhibicionisme i provocació sexual;1;2011;9;1;2011-09-01
167563;RP Metropolitana Barcelona;ABP Ciutat Vella;Relatius a la prostitució;1;2011;9;1;2011-09-01
167564;RP Metropolitana Barcelona;ABP Ciutat Vella;Acusació, denúncia falsa i simulació de delictes;1;2011;9;1;2011-09-01
167565;RP Metropolitana Barcelona;ABP Ciutat Vella;Trencament de condemna;5;2011;9;1;2011-09-01
167566;RP Metropolitana Barcelona;ABP Ciutat Vella;Contra els drets i deures familiars;5;2011;9;1;2011-09-01
167567;RP Metropolitana Barcelona;ABP Ciutat Vella;Desordres públics;1;2011;9;1;2011-09-01
167568;RP Metropolitana Barcelona;ABP Ciutat Vella;Organitzacions i grups criminals;39;2011;9;1;2011-09-01
167569;RP Metropolitana Barcelona;ABP Ciutat Vella;Altres delictes contra l'ordre públic;39;2011;9;1;2011-09-01
167570;RP Metropolitana Barcelona;ABP Ciutat Vella;Contra els drets dels treballadors;1;2011;9;1;2011-09-01
167571;RP Metropolitana Barcelona;ABP Ciutat Vella;Contra la salut pública;110;2011;9;1;2011-09-01
167572;RP Metropolitana Barcelona;ABP Ciutat Vella;Contra el patrimoni històric;1;2011;9;1;2011-09-01
167573;RP Metropolitana Barcelona;ABP Ciutat Vella;Faltes contra el patrimoni;2026;2011;9;1;2011-09-01
167574;RP Metropolitana Barcelona;ABP Ciutat Vella;Faltes contra els interessos generals;12;2011;9;1;2011-09-01
167575;RP Metropolitana Barcelona;ABP Ciutat Vella;Faltes contra les persones;105;2011;9;1;2011-09-01
167576;RP Metropolitana Barcelona;ABP Ciutat Vella;Faltes contra l'ordre públic;30;2011;9;1;2011-09-01
167577;RP Metropolitana Barcelona;ABP Eixample;Homicidi consumat;1;2011;9;1;2011-09-01
167578;RP Metropolitana Barcelona;ABP Eixample;Homicidi per imprudència;1;2011;9;1;2011-09-01
167579;RP Metropolitana Barcelona;ABP Eixample;Homicidi temptativa;2;2011;9;1;2011-09-01
167580;RP Metropolitana Barcelona;ABP Eixample;De la usurpació de l'estat civil;2;2011;9;1;2011-09-01
167581;RP Metropolitana Barcelona;ABP Eixample;Falsedats documentals;4;2011;9;1;2011-09-01
167582;RP Metropolitana Barcelona;ABP Eixample;Falsificació de moneda i efectes timbrats;3;2011;9;1;2011-09-01
167583;RP Metropolitana Barcelona;ABP Eixample;Usurpació de funcions públiques i intrusisme;7;2011;9;1;2011-09-01
167584;RP Metropolitana Barcelona;ABP Eixample;Lesions;32;2011;9;1;2011-09-01
167585;RP Metropolitana Barcelona;ABP Eixample;Tracte degradant / vexatori;13;2011;9;1;2011-09-01
167586;RP Metropolitana Barcelona;ABP Eixample;Tràfic d'éssers humans;0;2011;9;1;2011-09-01
167587;RP Metropolitana Barcelona;ABP Eixample;Apropiació indeguda;9;2011;9;1;2011-09-01
167588;RP Metropolitana Barcelona;ABP Eixample;Danys;34;2011;9;1;2011-09-01
167589;RP Metropolitana Barcelona;ABP Eixample;Defraudacions de fluid elèctric i anàlogues;1;2011;9;1;2011-09-01
167590;RP Metropolitana Barcelona;ABP Eixample;Estafes;81;2011;9;1;2011-09-01
167591;RP Metropolitana Barcelona;ABP Eixample;Extorsió;2;2011;9;1;2011-09-01
167592;RP Metropolitana Barcelona;ABP Eixample;Furt;714;2011;9;1;2011-09-01
167593;RP Metropolitana Barcelona;ABP Eixample;Insolvències punibles;1;2011;9;1;2011-09-01
167594;RP Metropolitana Barcelona;ABP Eixample;Ocupació immobles;1;2011;9;1;2011-09-01
167595;RP Metropolitana Barcelona;ABP Eixample;Robatori amb força;162;2011;9;1;2011-09-01
167596;RP Metropolitana Barcelona;ABP Eixample;Robatori amb força interior vehicle;117;2011;9;1;2011-09-01
167597;RP Metropolitana Barcelona;ABP Eixample;Robatori amb violència i/o intimidació;250;2011;9;1;2011-09-01
167598;RP Metropolitana Barcelona;ABP Eixample;Robatori i furt d'us de vehicle;92;2011;9;1;2011-09-01
167599;RP Metropolitana Barcelona;ABP Eixample;Calúmnia;1;2011;9;1;2011-09-01
167600;RP Metropolitana Barcelona;ABP Eixample;Entrada a domicili aliè;2;2011;9;1;2011-09-01
167601;RP Metropolitana Barcelona;ABP Eixample;Amenaces;16;2011;9;1;2011-09-01
167602;RP Metropolitana Barcelona;ABP Eixample;Coaccions;2;2011;9;1;2011-09-01
167603;RP Metropolitana Barcelona;ABP Eixample;Abusos sexuals;3;2011;9;1;2011-09-01
167604;RP Metropolitana Barcelona;ABP Eixample;Agressions sexuals;4;2011;9;1;2011-09-01
167605;RP Metropolitana Barcelona;ABP Eixample;Relatius a la prostitució;2;2011;9;1;2011-09-01
167606;RP Metropolitana Barcelona;ABP Eixample;Acusació, denúncia falsa i simulació de delictes;1;2011;9;1;2011-09-01
167607;RP Metropolitana Barcelona;ABP Eixample;Obstrucció a la justícia i deslleialtat professional;1;2011;9;1;2011-09-01
167608;RP Metropolitana Barcelona;ABP Eixample;Trencament de condemna;10;2011;9;1;2011-09-01
167609;RP Metropolitana Barcelona;ABP Eixample;Contra els drets i deures familiars;2;2011;9;1;2011-09-01
167610;RP Metropolitana Barcelona;ABP Eixample;Desordres públics;1;2011;9;1;2011-09-01
167611;RP Metropolitana Barcelona;ABP Eixample;Organitzacions i grups criminals;1;2011;9;1;2011-09-01
167612;RP Metropolitana Barcelona;ABP Eixample;Altres delictes contra l'ordre públic;20;2011;9;1;2011-09-01
167613;RP Metropolitana Barcelona;ABP Eixample;Contra la salut pública;18;2011;9;1;2011-09-01
167614;RP Metropolitana Barcelona;ABP Eixample;Incendi;1;2011;9;1;2011-09-01
167615;RP Metropolitana Barcelona;ABP Eixample;Faltes contra el patrimoni;1690;2011;9;1;2011-09-01
167616;RP Metropolitana Barcelona;ABP Eixample;Faltes contra els interessos generals;5;2011;9;1;2011-09-01
167617;RP Metropolitana Barcelona;ABP Eixample;Faltes contra les persones;121;2011;9;1;2011-09-01
167618;RP Metropolitana Barcelona;ABP Eixample;Faltes contra l'ordre públic;10;2011;9;1;2011-09-01
167619;RP Metropolitana Barcelona;ABP Gràcia;De la usurpació de l'estat civil;3;2011;9;1;2011-09-01
167620;RP Metropolitana Barcelona;ABP Gràcia;Falsedats documentals;2;2011;9;1;2011-09-01
167621;RP Metropolitana Barcelona;ABP Gràcia;Usurpació de funcions públiques i intrusisme;2;2011;9;1;2011-09-01
167622;RP Metropolitana Barcelona;ABP Gràcia;Lesions;3;2011;9;1;2011-09-01
167623;RP Metropolitana Barcelona;ABP Gràcia;Tracte degradant / vexatori;6;2011;9;1;2011-09-01
167624;RP Metropolitana Barcelona;ABP Gràcia;Apropiació indeguda;1;2011;9;1;2011-09-01
167625;RP Metropolitana Barcelona;ABP Gràcia;Danys;17;2011;9;1;2011-09-01
167626;RP Metropolitana Barcelona;ABP Gràcia;Estafes;20;2011;9;1;2011-09-01
167627;RP Metropolitana Barcelona;ABP Gràcia;Furt;74;2011;9;1;2011-09-01
167628;RP Metropolitana Barcelona;ABP Gràcia;Ocupació immobles;1;2011;9;1;2011-09-01
167629;RP Metropolitana Barcelona;ABP Gràcia;Receptació i altres conductes afins;2;2011;9;1;2011-09-01
167630;RP Metropolitana Barcelona;ABP Gràcia;Robatori amb força;56;2011;9;1;2011-09-01
167631;RP Metropolitana Barcelona;ABP Gràcia;Robatori amb força interior vehicle;20;2011;9;1;2011-09-01
167632;RP Metropolitana Barcelona;ABP Gràcia;Robatori amb violència i/o intimidació;52;2011;9;1;2011-09-01
167633;RP Metropolitana Barcelona;ABP Gràcia;Robatori i furt d'us de vehicle;37;2011;9;1;2011-09-01
167634;RP Metropolitana Barcelona;ABP Gràcia;Usurpació;1;2011;9;1;2011-09-01
167635;RP Metropolitana Barcelona;ABP Gràcia;Descobriment i revelació de secrets;1;2011;9;1;2011-09-01
167636;RP Metropolitana Barcelona;ABP Gràcia;Amenaces;10;2011;9;1;2011-09-01
167637;RP Metropolitana Barcelona;ABP Gràcia;Detenció il·legal;1;2011;9;1;2011-09-01
167638;RP Metropolitana Barcelona;ABP Gràcia;Abusos sexuals;1;2011;9;1;2011-09-01
167639;RP Metropolitana Barcelona;ABP Gràcia;Relatius a la prostitució;0;2011;9;1;2011-09-01
167640;RP Metropolitana Barcelona;ABP Gràcia;Acusació, denúncia falsa i simulació de delictes;2;2011;9;1;2011-09-01
167641;RP Metropolitana Barcelona;ABP Gràcia;Trencament de condemna;4;2011;9;1;2011-09-01
167642;RP Metropolitana Barcelona;ABP Gràcia;Contra els drets i deures familiars;3;2011;9;1;2011-09-01
167643;RP Metropolitana Barcelona;ABP Gràcia;Desordres públics;1;2011;9;1;2011-09-01
167644;RP Metropolitana Barcelona;ABP Gràcia;Altres delictes contra l'ordre públic;2;2011;9;1;2011-09-01
167645;RP Metropolitana Barcelona;ABP Gràcia;Contra la salut pública;2;2011;9;1;2011-09-01
167646;RP Metropolitana Barcelona;ABP Gràcia;Faltes contra el patrimoni;289;2011;9;1;2011-09-01
167647;RP Metropolitana Barcelona;ABP Gràcia;Faltes contra les persones;37;2011;9;1;2011-09-01
167648;RP Metropolitana Barcelona;ABP Gràcia;Faltes contra l'ordre públic;1;2011;9;1;2011-09-01
167649;RP Metropolitana Barcelona;ABP Horta-Guinardó;De la usurpació de l'estat civil;1;2011;9;1;2011-09-01
167650;RP Metropolitana Barcelona;ABP Horta-Guinardó;Lesions;13;2011;9;1;2011-09-01
167651;RP Metropolitana Barcelona;ABP Horta-Guinardó;Tracte degradant / vexatori;10;2011;9;1;2011-09-01
167652;RP Metropolitana Barcelona;ABP Horta-Guinardó;Apropiació indeguda;2;2011;9;1;2011-09-01
167653;RP Metropolitana Barcelona;ABP Horta-Guinardó;Danys;13;2011;9;1;2011-09-01
167654;RP Metropolitana Barcelona;ABP Horta-Guinardó;Defraudacions de fluid elèctric i anàlogues;1;2011;9;1;2011-09-01
167655;RP Metropolitana Barcelona;ABP Horta-Guinardó;Estafes;21;2011;9;1;2011-09-01
167656;RP Metropolitana Barcelona;ABP Horta-Guinardó;Furt;31;2011;9;1;2011-09-01
167657;RP Metropolitana Barcelona;ABP Horta-Guinardó;Ocupació immobles;3;2011;9;1;2011-09-01
167658;RP Metropolitana Barcelona;ABP Horta-Guinardó;Robatori amb força;44;2011;9;1;2011-09-01
167659;RP Metropolitana Barcelona;ABP Horta-Guinardó;Robatori amb força interior vehicle;37;2011;9;1;2011-09-01
167660;RP Metropolitana Barcelona;ABP Horta-Guinardó;Robatori amb violència i/o intimidació;56;2011;9;1;2011-09-01
167661;RP Metropolitana Barcelona;ABP Horta-Guinardó;Robatori i furt d'us de vehicle;37;2011;9;1;2011-09-01
167662;RP Metropolitana Barcelona;ABP Horta-Guinardó;Entrada a domicili aliè;1;2011;9;1;2011-09-01
167663;RP Metropolitana Barcelona;ABP Horta-Guinardó;Amenaces;15;2011;9;1;2011-09-01
167664;RP Metropolitana Barcelona;ABP Horta-Guinardó;Coaccions;1;2011;9;1;2011-09-01
167665;RP Metropolitana Barcelona;ABP Horta-Guinardó;Abusos sexuals;1;2011;9;1;2011-09-01
167666;RP Metropolitana Barcelona;ABP Horta-Guinardó;Trencament de condemna;3;2011;9;1;2011-09-01
167667;RP Metropolitana Barcelona;ABP Horta-Guinardó;Contra els drets i deures familiars;8;2011;9;1;2011-09-01
167668;RP Metropolitana Barcelona;ABP Horta-Guinardó;Altres delictes contra l'ordre públic;6;2011;9;1;2011-09-01
167669;RP Metropolitana Barcelona;ABP Horta-Guinardó;Contra la salut pública;3;2011;9;1;2011-09-01
167670;RP Metropolitana Barcelona;ABP Horta-Guinardó;Faltes contra el patrimoni;247;2011;9;1;2011-09-01
167671;RP Metropolitana Barcelona;ABP Horta-Guinardó;Faltes contra les persones;61;2011;9;1;2011-09-01
