;RP;ABP;type_of_crime;number_of_crimes;year;month;day;date
103133;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Amenaces;21;2014;6;1;2014-06-01
103134;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Coaccions;3;2014;6;1;2014-06-01
103135;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Abusos sexuals;2;2014;6;1;2014-06-01
103136;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Agressions sexuals;3;2014;6;1;2014-06-01
103137;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Relatius a la prostitució;1;2014;6;1;2014-06-01
103138;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Acusació, denúncia falsa i simulació de delictes;2;2014;6;1;2014-06-01
103139;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Trencament de condemna;3;2014;6;1;2014-06-01
103140;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Contra els drets i deures familiars;2;2014;6;1;2014-06-01
103141;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Desordres públics;2;2014;6;1;2014-06-01
103142;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Organitzacions i grups criminals;1;2014;6;1;2014-06-01
103143;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Altres delictes contra l'ordre públic;11;2014;6;1;2014-06-01
103144;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Contra la salut pública;13;2014;6;1;2014-06-01
103145;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Faltes contra el patrimoni;769;2014;6;1;2014-06-01
103146;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Faltes contra els interessos generals;1;2014;6;1;2014-06-01
103147;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Faltes contra les persones;74;2014;6;1;2014-06-01
103148;RP Metropolitana Barcelona;ABP Sants-Montjuïc;Faltes contra l'ordre públic;4;2014;6;1;2014-06-01
103149;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Omissió del deure de socors;1;2014;6;1;2014-06-01
103150;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;De la usurpació de l'estat civil;1;2014;6;1;2014-06-01
103151;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Falsedats documentals;1;2014;6;1;2014-06-01
103152;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Usurpació de funcions públiques i intrusisme;1;2014;6;1;2014-06-01
103153;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Lesions;7;2014;6;1;2014-06-01
103154;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Tracte degradant / vexatori;3;2014;6;1;2014-06-01
103155;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Apropiació indeguda;7;2014;6;1;2014-06-01
103156;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Danys;15;2014;6;1;2014-06-01
103157;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Defraudacions de fluid elèctric i anàlogues;2;2014;6;1;2014-06-01
103158;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Estafes;37;2014;6;1;2014-06-01
103159;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Furt;116;2014;6;1;2014-06-01
103160;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Ocupació immobles;1;2014;6;1;2014-06-01
103161;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Propietat intel·lectual;1;2014;6;1;2014-06-01
103162;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Receptació i altres conductes afins;1;2014;6;1;2014-06-01
103163;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Robatori amb força;63;2014;6;1;2014-06-01
103164;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Robatori amb força interior vehicle;19;2014;6;1;2014-06-01
103165;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Robatori amb violència i/o intimidació;45;2014;6;1;2014-06-01
103166;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Robatori i furt d'us de vehicle;28;2014;6;1;2014-06-01
103167;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Calúmnia;1;2014;6;1;2014-06-01
103168;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Descobriment i revelació de secrets;3;2014;6;1;2014-06-01
103169;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Entrada a domicili aliè;1;2014;6;1;2014-06-01
103170;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Amenaces;3;2014;6;1;2014-06-01
103171;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Coaccions;2;2014;6;1;2014-06-01
103172;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Detenció il·legal;1;2014;6;1;2014-06-01
103173;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Agressions sexuals;1;2014;6;1;2014-06-01
103174;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Assetjament sexual;1;2014;6;1;2014-06-01
103175;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Trencament de condemna;1;2014;6;1;2014-06-01
103176;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Contra els drets i deures familiars;2;2014;6;1;2014-06-01
103177;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Desordres públics;0;2014;6;1;2014-06-01
103178;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Organitzacions i grups criminals;0;2014;6;1;2014-06-01
103179;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Altres delictes contra l'ordre públic;1;2014;6;1;2014-06-01
103180;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Faltes contra el patrimoni;259;2014;6;1;2014-06-01
103181;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Faltes contra les persones;41;2014;6;1;2014-06-01
103182;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Faltes contra l'ordre públic;2;2014;6;1;2014-06-01
104568;RP Metropolitana Barcelona;ABP Barcelona;De la usurpació de l'estat civil;1;2014;7;1;2014-07-01
104569;RP Metropolitana Barcelona;ABP Barcelona;Lesions;3;2014;7;1;2014-07-01
104570;RP Metropolitana Barcelona;ABP Barcelona;Danys;2;2014;7;1;2014-07-01
104571;RP Metropolitana Barcelona;ABP Barcelona;Estafes;3;2014;7;1;2014-07-01
104572;RP Metropolitana Barcelona;ABP Barcelona;Furt;56;2014;7;1;2014-07-01
104573;RP Metropolitana Barcelona;ABP Barcelona;Ocupació immobles;0;2014;7;1;2014-07-01
104574;RP Metropolitana Barcelona;ABP Barcelona;Robatori amb força;2;2014;7;1;2014-07-01
104575;RP Metropolitana Barcelona;ABP Barcelona;Robatori amb força interior vehicle;9;2014;7;1;2014-07-01
104576;RP Metropolitana Barcelona;ABP Barcelona;Robatori amb violència i/o intimidació;10;2014;7;1;2014-07-01
104577;RP Metropolitana Barcelona;ABP Barcelona;Abusos sexuals;1;2014;7;1;2014-07-01
104578;RP Metropolitana Barcelona;ABP Barcelona;Desordres públics;1;2014;7;1;2014-07-01
104579;RP Metropolitana Barcelona;ABP Barcelona;Contra la salut pública;1;2014;7;1;2014-07-01
104580;RP Metropolitana Barcelona;ABP Barcelona;Incendi;1;2014;7;1;2014-07-01
104581;RP Metropolitana Barcelona;ABP Barcelona;Faltes contra el patrimoni;136;2014;7;1;2014-07-01
104582;RP Metropolitana Barcelona;ABP Barcelona;Faltes contra les persones;3;2014;7;1;2014-07-01
104583;RP Metropolitana Barcelona;ABP Ciutat Vella;Homicidi consumat;1;2014;7;1;2014-07-01
104584;RP Metropolitana Barcelona;ABP Ciutat Vella;De la usurpació de l'estat civil;1;2014;7;1;2014-07-01
104585;RP Metropolitana Barcelona;ABP Ciutat Vella;Falsedats documentals;6;2014;7;1;2014-07-01
104586;RP Metropolitana Barcelona;ABP Ciutat Vella;Lesions;28;2014;7;1;2014-07-01
104587;RP Metropolitana Barcelona;ABP Ciutat Vella;Tracte degradant / vexatori;7;2014;7;1;2014-07-01
104588;RP Metropolitana Barcelona;ABP Ciutat Vella;Apropiació indeguda;20;2014;7;1;2014-07-01
104589;RP Metropolitana Barcelona;ABP Ciutat Vella;Danys;16;2014;7;1;2014-07-01
104590;RP Metropolitana Barcelona;ABP Ciutat Vella;Defraudacions de fluid elèctric i anàlogues;7;2014;7;1;2014-07-01
104591;RP Metropolitana Barcelona;ABP Ciutat Vella;Estafes;46;2014;7;1;2014-07-01
104592;RP Metropolitana Barcelona;ABP Ciutat Vella;Furt;1532;2014;7;1;2014-07-01
104593;RP Metropolitana Barcelona;ABP Ciutat Vella;Ocupació immobles;19;2014;7;1;2014-07-01
104594;RP Metropolitana Barcelona;ABP Ciutat Vella;Propietat industrial;1;2014;7;1;2014-07-01
104595;RP Metropolitana Barcelona;ABP Ciutat Vella;Receptació i altres conductes afins;6;2014;7;1;2014-07-01
104596;RP Metropolitana Barcelona;ABP Ciutat Vella;Robatori amb força;120;2014;7;1;2014-07-01
104597;RP Metropolitana Barcelona;ABP Ciutat Vella;Robatori amb força interior vehicle;55;2014;7;1;2014-07-01
104598;RP Metropolitana Barcelona;ABP Ciutat Vella;Robatori amb violència i/o intimidació;204;2014;7;1;2014-07-01
104599;RP Metropolitana Barcelona;ABP Ciutat Vella;Robatori i furt d'us de vehicle;15;2014;7;1;2014-07-01
104600;RP Metropolitana Barcelona;ABP Ciutat Vella;Usurpació;1;2014;7;1;2014-07-01
104601;RP Metropolitana Barcelona;ABP Ciutat Vella;Contra exercici drets fonamentals i llibertats públiques;0;2014;7;1;2014-07-01
104602;RP Metropolitana Barcelona;ABP Ciutat Vella;Descobriment i revelació de secrets;0;2014;7;1;2014-07-01
104603;RP Metropolitana Barcelona;ABP Ciutat Vella;Entrada a domicili aliè;5;2014;7;1;2014-07-01
104604;RP Metropolitana Barcelona;ABP Ciutat Vella;Amenaces;11;2014;7;1;2014-07-01
104605;RP Metropolitana Barcelona;ABP Ciutat Vella;Coaccions;4;2014;7;1;2014-07-01
104606;RP Metropolitana Barcelona;ABP Ciutat Vella;Abusos sexuals;2;2014;7;1;2014-07-01
104607;RP Metropolitana Barcelona;ABP Ciutat Vella;Agressions sexuals;1;2014;7;1;2014-07-01
104608;RP Metropolitana Barcelona;ABP Ciutat Vella;Exhibicionisme i provocació sexual;0;2014;7;1;2014-07-01
104609;RP Metropolitana Barcelona;ABP Ciutat Vella;Trencament de condemna;8;2014;7;1;2014-07-01
104610;RP Metropolitana Barcelona;ABP Ciutat Vella;Contra els drets i deures familiars;3;2014;7;1;2014-07-01
104611;RP Metropolitana Barcelona;ABP Ciutat Vella;Organitzacions i grups criminals;0;2014;7;1;2014-07-01
104612;RP Metropolitana Barcelona;ABP Ciutat Vella;Altres delictes contra l'ordre públic;15;2014;7;1;2014-07-01
104613;RP Metropolitana Barcelona;ABP Ciutat Vella;Contra la salut pública;63;2014;7;1;2014-07-01
104614;RP Metropolitana Barcelona;ABP Ciutat Vella;Protecció de la flora, fauna i animals domèstics;1;2014;7;1;2014-07-01
104615;RP Metropolitana Barcelona;ABP Ciutat Vella;Faltes contra el patrimoni;2174;2014;7;1;2014-07-01
104616;RP Metropolitana Barcelona;ABP Ciutat Vella;Faltes contra els interessos generals;8;2014;7;1;2014-07-01
104617;RP Metropolitana Barcelona;ABP Ciutat Vella;Faltes contra les persones;89;2014;7;1;2014-07-01
104618;RP Metropolitana Barcelona;ABP Ciutat Vella;Faltes contra l'ordre públic;30;2014;7;1;2014-07-01
104619;RP Metropolitana Barcelona;ABP Eixample;De la usurpació de l'estat civil;1;2014;7;1;2014-07-01
104620;RP Metropolitana Barcelona;ABP Eixample;Falsedats documentals;8;2014;7;1;2014-07-01
104621;RP Metropolitana Barcelona;ABP Eixample;Usurpació de funcions públiques i intrusisme;1;2014;7;1;2014-07-01
104622;RP Metropolitana Barcelona;ABP Eixample;Lesions;35;2014;7;1;2014-07-01
104623;RP Metropolitana Barcelona;ABP Eixample;Tracte degradant / vexatori;8;2014;7;1;2014-07-01
104624;RP Metropolitana Barcelona;ABP Eixample;Apropiació indeguda;23;2014;7;1;2014-07-01
104625;RP Metropolitana Barcelona;ABP Eixample;Blanqueig de capitals;0;2014;7;1;2014-07-01
104626;RP Metropolitana Barcelona;ABP Eixample;Danys;35;2014;7;1;2014-07-01
104627;RP Metropolitana Barcelona;ABP Eixample;Defraudacions de fluid elèctric i anàlogues;2;2014;7;1;2014-07-01
104628;RP Metropolitana Barcelona;ABP Eixample;Estafes;86;2014;7;1;2014-07-01
104629;RP Metropolitana Barcelona;ABP Eixample;Extorsió;0;2014;7;1;2014-07-01
104630;RP Metropolitana Barcelona;ABP Eixample;Furt;820;2014;7;1;2014-07-01
104631;RP Metropolitana Barcelona;ABP Eixample;Ocupació immobles;3;2014;7;1;2014-07-01
104632;RP Metropolitana Barcelona;ABP Eixample;Receptació i altres conductes afins;7;2014;7;1;2014-07-01
104633;RP Metropolitana Barcelona;ABP Eixample;Robatori amb força;139;2014;7;1;2014-07-01
104634;RP Metropolitana Barcelona;ABP Eixample;Robatori amb força interior vehicle;76;2014;7;1;2014-07-01
104635;RP Metropolitana Barcelona;ABP Eixample;Robatori amb violència i/o intimidació;189;2014;7;1;2014-07-01
104636;RP Metropolitana Barcelona;ABP Eixample;Robatori i furt d'us de vehicle;79;2014;7;1;2014-07-01
104637;RP Metropolitana Barcelona;ABP Eixample;Usurpació;1;2014;7;1;2014-07-01
104638;RP Metropolitana Barcelona;ABP Eixample;Descobriment i revelació de secrets;4;2014;7;1;2014-07-01
104639;RP Metropolitana Barcelona;ABP Eixample;Entrada a domicili aliè;2;2014;7;1;2014-07-01
104640;RP Metropolitana Barcelona;ABP Eixample;Amenaces;13;2014;7;1;2014-07-01
104641;RP Metropolitana Barcelona;ABP Eixample;Coaccions;1;2014;7;1;2014-07-01
104642;RP Metropolitana Barcelona;ABP Eixample;Detenció il·legal;1;2014;7;1;2014-07-01
104643;RP Metropolitana Barcelona;ABP Eixample;Abusos sexuals;5;2014;7;1;2014-07-01
104644;RP Metropolitana Barcelona;ABP Eixample;Agressions sexuals;2;2014;7;1;2014-07-01
104645;RP Metropolitana Barcelona;ABP Eixample;Relatius a la prostitució;2;2014;7;1;2014-07-01
104646;RP Metropolitana Barcelona;ABP Eixample;Acusació, denúncia falsa i simulació de delictes;6;2014;7;1;2014-07-01
104647;RP Metropolitana Barcelona;ABP Eixample;Trencament de condemna;7;2014;7;1;2014-07-01
104648;RP Metropolitana Barcelona;ABP Eixample;Contra els drets i deures familiars;1;2014;7;1;2014-07-01
104649;RP Metropolitana Barcelona;ABP Eixample;Organitzacions i grups criminals;1;2014;7;1;2014-07-01
104650;RP Metropolitana Barcelona;ABP Eixample;Altres delictes contra l'ordre públic;8;2014;7;1;2014-07-01
104651;RP Metropolitana Barcelona;ABP Eixample;Contra els drets dels treballadors;1;2014;7;1;2014-07-01
104652;RP Metropolitana Barcelona;ABP Eixample;Contra la salut pública;9;2014;7;1;2014-07-01
104653;RP Metropolitana Barcelona;ABP Eixample;Contra el patrimoni històric;1;2014;7;1;2014-07-01
104654;RP Metropolitana Barcelona;ABP Eixample;Protecció de la flora, fauna i animals domèstics;1;2014;7;1;2014-07-01
104655;RP Metropolitana Barcelona;ABP Eixample;Faltes contra el patrimoni;1842;2014;7;1;2014-07-01
104656;RP Metropolitana Barcelona;ABP Eixample;Faltes contra els interessos generals;4;2014;7;1;2014-07-01
104657;RP Metropolitana Barcelona;ABP Eixample;Faltes contra les persones;118;2014;7;1;2014-07-01
104658;RP Metropolitana Barcelona;ABP Eixample;Faltes contra l'ordre públic;19;2014;7;1;2014-07-01
104659;RP Metropolitana Barcelona;ABP Gràcia;De la usurpació de l'estat civil;4;2014;7;1;2014-07-01
104660;RP Metropolitana Barcelona;ABP Gràcia;Falsedats documentals;4;2014;7;1;2014-07-01
104661;RP Metropolitana Barcelona;ABP Gràcia;Lesions;6;2014;7;1;2014-07-01
104662;RP Metropolitana Barcelona;ABP Gràcia;Tracte degradant / vexatori;3;2014;7;1;2014-07-01
104663;RP Metropolitana Barcelona;ABP Gràcia;Apropiació indeguda;4;2014;7;1;2014-07-01
104664;RP Metropolitana Barcelona;ABP Gràcia;Blanqueig de capitals;0;2014;7;1;2014-07-01
104665;RP Metropolitana Barcelona;ABP Gràcia;Danys;9;2014;7;1;2014-07-01
104666;RP Metropolitana Barcelona;ABP Gràcia;Defraudacions de fluid elèctric i anàlogues;2;2014;7;1;2014-07-01
104667;RP Metropolitana Barcelona;ABP Gràcia;Estafes;32;2014;7;1;2014-07-01
104668;RP Metropolitana Barcelona;ABP Gràcia;Extorsió;1;2014;7;1;2014-07-01
104669;RP Metropolitana Barcelona;ABP Gràcia;Furt;92;2014;7;1;2014-07-01
104670;RP Metropolitana Barcelona;ABP Gràcia;Ocupació immobles;2;2014;7;1;2014-07-01
104671;RP Metropolitana Barcelona;ABP Gràcia;Robatori amb força;53;2014;7;1;2014-07-01
104672;RP Metropolitana Barcelona;ABP Gràcia;Robatori amb força interior vehicle;8;2014;7;1;2014-07-01
104673;RP Metropolitana Barcelona;ABP Gràcia;Robatori amb violència i/o intimidació;43;2014;7;1;2014-07-01
104674;RP Metropolitana Barcelona;ABP Gràcia;Robatori i furt d'us de vehicle;41;2014;7;1;2014-07-01
104675;RP Metropolitana Barcelona;ABP Gràcia;Usurpació;1;2014;7;1;2014-07-01
104676;RP Metropolitana Barcelona;ABP Gràcia;Descobriment i revelació de secrets;3;2014;7;1;2014-07-01
104677;RP Metropolitana Barcelona;ABP Gràcia;Entrada a domicili aliè;2;2014;7;1;2014-07-01
104678;RP Metropolitana Barcelona;ABP Gràcia;Amenaces;1;2014;7;1;2014-07-01
104679;RP Metropolitana Barcelona;ABP Gràcia;Coaccions;2;2014;7;1;2014-07-01
104680;RP Metropolitana Barcelona;ABP Gràcia;Detenció il·legal;1;2014;7;1;2014-07-01
104681;RP Metropolitana Barcelona;ABP Gràcia;Agressions sexuals;2;2014;7;1;2014-07-01
104682;RP Metropolitana Barcelona;ABP Gràcia;Acusació, denúncia falsa i simulació de delictes;1;2014;7;1;2014-07-01
104683;RP Metropolitana Barcelona;ABP Gràcia;Trencament de condemna;3;2014;7;1;2014-07-01
104684;RP Metropolitana Barcelona;ABP Gràcia;Contra els drets i deures familiars;1;2014;7;1;2014-07-01
104685;RP Metropolitana Barcelona;ABP Gràcia;Organitzacions i grups criminals;0;2014;7;1;2014-07-01
104686;RP Metropolitana Barcelona;ABP Gràcia;Altres delictes contra l'ordre públic;6;2014;7;1;2014-07-01
104687;RP Metropolitana Barcelona;ABP Gràcia;Contra la salut pública;1;2014;7;1;2014-07-01
104688;RP Metropolitana Barcelona;ABP Gràcia;Faltes contra el patrimoni;267;2014;7;1;2014-07-01
104689;RP Metropolitana Barcelona;ABP Gràcia;Faltes contra els interessos generals;1;2014;7;1;2014-07-01
104690;RP Metropolitana Barcelona;ABP Gràcia;Faltes contra les persones;29;2014;7;1;2014-07-01
104691;RP Metropolitana Barcelona;ABP Gràcia;Faltes contra l'ordre públic;1;2014;7;1;2014-07-01
104692;RP Metropolitana Barcelona;ABP Horta-Guinardó;De la usurpació de l'estat civil;5;2014;7;1;2014-07-01
104693;RP Metropolitana Barcelona;ABP Horta-Guinardó;Falsedats documentals;3;2014;7;1;2014-07-01
104694;RP Metropolitana Barcelona;ABP Horta-Guinardó;Usurpació de funcions públiques i intrusisme;1;2014;7;1;2014-07-01
104695;RP Metropolitana Barcelona;ABP Horta-Guinardó;Lesions;12;2014;7;1;2014-07-01
104696;RP Metropolitana Barcelona;ABP Horta-Guinardó;Tracte degradant / vexatori;9;2014;7;1;2014-07-01
104697;RP Metropolitana Barcelona;ABP Horta-Guinardó;Apropiació indeguda;5;2014;7;1;2014-07-01
104698;RP Metropolitana Barcelona;ABP Horta-Guinardó;Danys;15;2014;7;1;2014-07-01
104699;RP Metropolitana Barcelona;ABP Horta-Guinardó;Defraudacions de fluid elèctric i anàlogues;1;2014;7;1;2014-07-01
104700;RP Metropolitana Barcelona;ABP Horta-Guinardó;Estafes;25;2014;7;1;2014-07-01
104701;RP Metropolitana Barcelona;ABP Horta-Guinardó;Furt;44;2014;7;1;2014-07-01
104702;RP Metropolitana Barcelona;ABP Horta-Guinardó;Ocupació immobles;7;2014;7;1;2014-07-01
104703;RP Metropolitana Barcelona;ABP Horta-Guinardó;Receptació i altres conductes afins;1;2014;7;1;2014-07-01
104704;RP Metropolitana Barcelona;ABP Horta-Guinardó;Robatori amb força;35;2014;7;1;2014-07-01
104705;RP Metropolitana Barcelona;ABP Horta-Guinardó;Robatori amb força interior vehicle;32;2014;7;1;2014-07-01
104706;RP Metropolitana Barcelona;ABP Horta-Guinardó;Robatori amb violència i/o intimidació;68;2014;7;1;2014-07-01
104707;RP Metropolitana Barcelona;ABP Horta-Guinardó;Robatori i furt d'us de vehicle;35;2014;7;1;2014-07-01
104708;RP Metropolitana Barcelona;ABP Horta-Guinardó;Contra la comunitat internacional;1;2014;7;1;2014-07-01
104709;RP Metropolitana Barcelona;ABP Horta-Guinardó;Descobriment i revelació de secrets;0;2014;7;1;2014-07-01
104710;RP Metropolitana Barcelona;ABP Horta-Guinardó;Entrada a domicili aliè;0;2014;7;1;2014-07-01
104711;RP Metropolitana Barcelona;ABP Horta-Guinardó;Amenaces;10;2014;7;1;2014-07-01
104712;RP Metropolitana Barcelona;ABP Horta-Guinardó;Coaccions;3;2014;7;1;2014-07-01
104713;RP Metropolitana Barcelona;ABP Horta-Guinardó;Abusos sexuals;0;2014;7;1;2014-07-01
104714;RP Metropolitana Barcelona;ABP Horta-Guinardó;Agressions sexuals;0;2014;7;1;2014-07-01
104715;RP Metropolitana Barcelona;ABP Horta-Guinardó;Exhibicionisme i provocació sexual;1;2014;7;1;2014-07-01
104716;RP Metropolitana Barcelona;ABP Horta-Guinardó;Acusació, denúncia falsa i simulació de delictes;5;2014;7;1;2014-07-01
104717;RP Metropolitana Barcelona;ABP Horta-Guinardó;Obstrucció a la justícia i deslleialtat professional;1;2014;7;1;2014-07-01
104718;RP Metropolitana Barcelona;ABP Horta-Guinardó;Trencament de condemna;4;2014;7;1;2014-07-01
104719;RP Metropolitana Barcelona;ABP Horta-Guinardó;Contra els drets i deures familiars;3;2014;7;1;2014-07-01
104720;RP Metropolitana Barcelona;ABP Horta-Guinardó;Altres delictes contra l'ordre públic;3;2014;7;1;2014-07-01
104721;RP Metropolitana Barcelona;ABP Horta-Guinardó;Contra la salut pública;8;2014;7;1;2014-07-01
104722;RP Metropolitana Barcelona;ABP Horta-Guinardó;Faltes contra el patrimoni;249;2014;7;1;2014-07-01
104723;RP Metropolitana Barcelona;ABP Horta-Guinardó;Faltes contra les persones;39;2014;7;1;2014-07-01
104724;RP Metropolitana Barcelona;ABP Horta-Guinardó;Faltes contra l'ordre públic;1;2014;7;1;2014-07-01
104725;RP Metropolitana Barcelona;ABP Les Corts;Homicidi consumat;0;2014;7;1;2014-07-01
104726;RP Metropolitana Barcelona;ABP Les Corts;Homicidi temptativa;0;2014;7;1;2014-07-01
104727;RP Metropolitana Barcelona;ABP Les Corts;Falsedats documentals;3;2014;7;1;2014-07-01
104728;RP Metropolitana Barcelona;ABP Les Corts;Lesions;5;2014;7;1;2014-07-01
104729;RP Metropolitana Barcelona;ABP Les Corts;Tracte degradant / vexatori;1;2014;7;1;2014-07-01
104730;RP Metropolitana Barcelona;ABP Les Corts;Apropiació indeguda;2;2014;7;1;2014-07-01
104731;RP Metropolitana Barcelona;ABP Les Corts;Danys;12;2014;7;1;2014-07-01
104732;RP Metropolitana Barcelona;ABP Les Corts;Estafes;15;2014;7;1;2014-07-01
104733;RP Metropolitana Barcelona;ABP Les Corts;Furt;94;2014;7;1;2014-07-01
104734;RP Metropolitana Barcelona;ABP Les Corts;Receptació i altres conductes afins;2;2014;7;1;2014-07-01
104735;RP Metropolitana Barcelona;ABP Les Corts;Robatori amb força;41;2014;7;1;2014-07-01
104736;RP Metropolitana Barcelona;ABP Les Corts;Robatori amb força interior vehicle;30;2014;7;1;2014-07-01
104737;RP Metropolitana Barcelona;ABP Les Corts;Robatori amb violència i/o intimidació;37;2014;7;1;2014-07-01
104738;RP Metropolitana Barcelona;ABP Les Corts;Robatori i furt d'us de vehicle;12;2014;7;1;2014-07-01
104739;RP Metropolitana Barcelona;ABP Les Corts;Descobriment i revelació de secrets;4;2014;7;1;2014-07-01
104740;RP Metropolitana Barcelona;ABP Les Corts;Entrada a domicili aliè;2;2014;7;1;2014-07-01
104741;RP Metropolitana Barcelona;ABP Les Corts;Amenaces;2;2014;7;1;2014-07-01
104742;RP Metropolitana Barcelona;ABP Les Corts;Coaccions;1;2014;7;1;2014-07-01
104743;RP Metropolitana Barcelona;ABP Les Corts;Detenció il·legal;0;2014;7;1;2014-07-01
104744;RP Metropolitana Barcelona;ABP Les Corts;Abusos sexuals;0;2014;7;1;2014-07-01
104745;RP Metropolitana Barcelona;ABP Les Corts;Assetjament sexual;1;2014;7;1;2014-07-01
104746;RP Metropolitana Barcelona;ABP Les Corts;Acusació, denúncia falsa i simulació de delictes;2;2014;7;1;2014-07-01
104747;RP Metropolitana Barcelona;ABP Les Corts;Trencament de condemna;1;2014;7;1;2014-07-01
104748;RP Metropolitana Barcelona;ABP Les Corts;Contra els drets i deures familiars;0;2014;7;1;2014-07-01
104749;RP Metropolitana Barcelona;ABP Les Corts;Organitzacions i grups criminals;0;2014;7;1;2014-07-01
104750;RP Metropolitana Barcelona;ABP Les Corts;Altres delictes contra l'ordre públic;4;2014;7;1;2014-07-01
104751;RP Metropolitana Barcelona;ABP Les Corts;Contra els drets dels treballadors;1;2014;7;1;2014-07-01
104752;RP Metropolitana Barcelona;ABP Les Corts;Contra la salut pública;3;2014;7;1;2014-07-01
104753;RP Metropolitana Barcelona;ABP Les Corts;Faltes contra el patrimoni;265;2014;7;1;2014-07-01
104754;RP Metropolitana Barcelona;ABP Les Corts;Faltes contra els interessos generals;1;2014;7;1;2014-07-01
104755;RP Metropolitana Barcelona;ABP Les Corts;Faltes contra les persones;22;2014;7;1;2014-07-01
104756;RP Metropolitana Barcelona;ABP Les Corts;Faltes contra l'ordre públic;1;2014;7;1;2014-07-01
104757;RP Metropolitana Barcelona;ABP Nou Barris;Falsedats documentals;5;2014;7;1;2014-07-01
104758;RP Metropolitana Barcelona;ABP Nou Barris;Falsificació de moneda i efectes timbrats;0;2014;7;1;2014-07-01
104759;RP Metropolitana Barcelona;ABP Nou Barris;Usurpació de funcions públiques i intrusisme;2;2014;7;1;2014-07-01
104760;RP Metropolitana Barcelona;ABP Nou Barris;Lesions;16;2014;7;1;2014-07-01
104761;RP Metropolitana Barcelona;ABP Nou Barris;Tracte degradant / vexatori;7;2014;7;1;2014-07-01
104762;RP Metropolitana Barcelona;ABP Nou Barris;Apropiació indeguda;4;2014;7;1;2014-07-01
104763;RP Metropolitana Barcelona;ABP Nou Barris;Danys;13;2014;7;1;2014-07-01
104764;RP Metropolitana Barcelona;ABP Nou Barris;Estafes;24;2014;7;1;2014-07-01
104765;RP Metropolitana Barcelona;ABP Nou Barris;Extorsió;0;2014;7;1;2014-07-01
104766;RP Metropolitana Barcelona;ABP Nou Barris;Furt;51;2014;7;1;2014-07-01
104767;RP Metropolitana Barcelona;ABP Nou Barris;Ocupació immobles;17;2014;7;1;2014-07-01
104768;RP Metropolitana Barcelona;ABP Nou Barris;Robatori amb força;32;2014;7;1;2014-07-01
104769;RP Metropolitana Barcelona;ABP Nou Barris;Robatori amb força interior vehicle;45;2014;7;1;2014-07-01
